#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:45:43]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         834 	0.99667117 	0.13566318 	0.89441154 	0.52606992 	0.98004271 	0.99632012 	0.99389903 	0.23878983 	0.33536393 	0.99973189 	0.91785669 	0.99935415 	0.99854010 	0.99395708 	0.85510097 	0.98291202 	0.99211831 	0.36740865 	0.99292004 	0.95851271 	0.89185963 	0.95090017 	0.99251187 	0.99281167 	
         835 	0.99539503 	0.12981997 	0.87622085 	0.52286599 	0.99509183 	0.99997565 	0.99101729 	0.23364379 	0.30784237 	0.99940724 	0.89002684 	0.99968947 	0.99857168 	0.99546229 	0.85466721 	0.98893181 	0.99578748 	0.39524731 	0.99683577 	0.93870271 	0.91425266 	0.96088525 	0.98635593 	0.99556957 	
         836 	0.98850983 	0.12061723 	0.89189859 	0.51781998 	0.98516720 	0.99997786 	0.99687248 	0.22553906 	0.27405505 	0.99930682 	0.88886380 	0.99936810 	0.99719295 	0.98957718 	0.89349898 	0.97491378 	0.99661102 	0.42030336 	0.98703060 	0.94883502 	0.92400926 	0.95058197 	0.98797348 	0.99261829 	
         837 	0.99780131 	0.15309637 	0.93558002 	0.55563798 	0.98179631 	0.99994608 	0.99847757 	0.23570595 	0.29565349 	0.99971137 	0.89296851 	0.99969276 	0.99277469 	0.99634508 	0.90620302 	0.98359439 	0.99670947 	0.41903609 	0.98840535 	0.92235169 	0.90060983 	0.96097822 	0.99616812 	0.99822466 	
         838 	0.99946034 	0.12128627 	0.92332279 	0.51723029 	0.99182376 	0.99981169 	0.99925263 	0.20699870 	0.29865511 	0.99970729 	0.91257644 	0.99905420 	0.99236535 	0.99737241 	0.85932926 	0.98622421 	0.99662833 	0.39721481 	0.99624583 	0.92713852 	0.90782519 	0.96062479 	0.99815175 	0.99645061 	
         839 	0.99995622 	0.14543279 	0.89199722 	0.53049650 	0.97320628 	0.99964702 	0.99950731 	0.22878989 	0.31792764 	0.99741937 	0.88705635 	0.99917227 	0.99661100 	0.99815992 	0.85854319 	0.99310356 	0.99367291 	0.41868091 	0.99006635 	0.95427793 	0.89865182 	0.92966855 	0.99777782 	0.99728772 	
         840 	0.99996817 	0.10732702 	0.92456036 	0.53829259 	0.97919600 	0.99985129 	0.99884122 	0.24159581 	0.32925343 	0.99731264 	0.86153101 	0.99830336 	0.99703885 	0.99941354 	0.86089207 	0.99727762 	0.98937231 	0.42833369 	0.99480970 	0.93565694 	0.92532923 	0.97055845 	0.99749228 	0.99900083 	
         841 	0.99992146 	0.12658846 	0.90464380 	0.51386367 	0.98746121 	0.99938971 	0.99808855 	0.24539839 	0.25979842 	0.99657356 	0.89709041 	0.99678520 	0.99792469 	0.99882218 	0.90023130 	0.99559006 	0.99027389 	0.41984173 	0.99850091 	0.96115543 	0.91448175 	0.95201297 	0.99958071 	0.99869036 	
         842 	0.99938945 	0.13901620 	0.92008756 	0.52078088 	0.98832649 	0.99769896 	0.99748292 	0.25613559 	0.32867219 	0.99372170 	0.90786966 	0.99437922 	0.99323993 	0.99985510 	0.87275077 	0.99730129 	0.99609615 	0.42809678 	0.99770758 	0.96397149 	0.91200243 	0.94675688 	0.99973832 	0.99834590 	
         843 	0.99888121 	0.11651664 	0.91626185 	0.49213969 	0.98226407 	0.99502105 	0.99609121 	0.23669664 	0.26729118 	0.99799624 	0.89121301 	0.99258798 	0.99770160 	0.99988538 	0.85443615 	0.99306924 	0.99731740 	0.41315159 	0.99853094 	0.92782531 	0.90970285 	0.94527942 	0.99984881 	0.99461294 	
         844 	0.99890887 	0.13657749 	0.92830147 	0.49709471 	0.98613610 	0.99182022 	0.99807774 	0.25402862 	0.34458774 	0.99888479 	0.85159961 	0.99164236 	0.99877941 	0.99993383 	0.88384465 	0.99053917 	0.99624136 	0.42647688 	0.99819961 	0.96288325 	0.92308314 	0.94292941 	0.99887017 	0.99496552 	
         845 	0.99673139 	0.12624663 	0.92807452 	0.50570818 	0.99279231 	0.98919970 	0.99678421 	0.24510306 	0.32166724 	0.99875321 	0.88380887 	0.98999472 	0.99865059 	0.99992911 	0.87201308 	0.99030364 	0.99774335 	0.44257817 	0.99488150 	0.94892129 	0.95158772 	0.95802631 	0.99934892 	0.99794399 	
         846 	0.99176223 	0.09847936 	0.91382793 	0.48592692 	0.97931918 	0.98819607 	0.99769725 	0.25066207 	0.31543975 	0.99618992 	0.88867284 	0.99051385 	0.99973429 	0.99985351 	0.87230901 	0.99477498 	0.99639362 	0.45485599 	0.99663332 	0.95570353 	0.89221909 	0.96940458 	0.99903975 	0.99669042 	
         847 	0.99229437 	0.14196187 	0.92085797 	0.51577484 	0.99332667 	0.98860709 	0.99630969 	0.27675449 	0.26677864 	0.99469597 	0.87131785 	0.99814410 	0.99948707 	0.99793148 	0.86162206 	0.98818224 	0.99883617 	0.37102770 	0.99387506 	0.95326045 	0.88630324 	0.96196473 	0.99689281 	0.99893133 	
         848 	0.99113938 	0.15234821 	0.90114133 	0.53247096 	0.99319218 	0.99276943 	0.99337456 	0.29073284 	0.29206016 	0.99885493 	0.87199422 	0.99888423 	0.99960926 	0.99880916 	0.90207410 	0.98682785 	0.99918079 	0.39271471 	0.99126661 	0.92007743 	0.93026510 	0.96934216 	0.98767863 	0.99655897 	
         849 	0.97901053 	0.13978633 	0.90256624 	0.52986509 	0.99369524 	0.99575044 	0.99467325 	0.25344043 	0.28156877 	0.99424865 	0.87894091 	0.99713758 	0.99962355 	0.99824605 	0.88734084 	0.99176401 	0.99952240 	0.46381694 	0.98803241 	0.94980585 	0.90211982 	0.95916304 	0.99749949 	0.99707164 	
         850 	0.97777648 	0.16860629 	0.92912825 	0.52618351 	0.98714718 	0.99731529 	0.99508274 	0.27845260 	0.29866788 	0.99456829 	0.88087942 	0.99783578 	0.99989262 	0.99981357 	0.87780046 	0.98927097 	0.99987349 	0.42035098 	0.98981263 	0.92990648 	0.88306181 	0.94461031 	0.99525388 	0.99703429 	
         851 	0.99278510 	0.10286655 	0.89272842 	0.54997834 	0.99534055 	0.99290660 	0.99325874 	0.21311112 	0.29737245 	0.99495529 	0.87001616 	0.99696521 	0.99989809 	0.99988836 	0.89649898 	0.99491863 	0.99993430 	0.41928031 	0.99458926 	0.93699453 	0.87665954 	0.93527351 	0.99707015 	0.99580021 	
         852 	0.98313997 	0.13407832 	0.92370933 	0.46421257 	0.99009539 	0.99912060 	0.99604832 	0.24048741 	0.32181724 	0.99804244 	0.90522384 	0.99920739 	0.99987907 	0.99970030 	0.89309411 	0.99031065 	0.99996719 	0.43948386 	0.99778698 	0.95312137 	0.89428588 	0.93882522 	0.99308208 	0.99787151 	
         853 	0.99910532 	0.13111926 	0.90766544 	0.47878420 	0.98968372 	0.99869181 	0.99813772 	0.23067593 	0.31949973 	0.99919692 	0.89547847 	0.99957852 	0.99995231 	0.99942874 	0.88023386 	0.99497193 	0.99998704 	0.43756845 	0.99711327 	0.95963350 	0.88648941 	0.95370003 	0.99342804 	0.99793464 	
         854 	0.99933160 	0.15099046 	0.93027489 	0.59530318 	0.96245179 	0.99867807 	0.99976321 	0.22321983 	0.29934785 	0.99969570 	0.91285403 	0.99981162 	0.99994483 	0.99814157 	0.88111310 	0.98920241 	0.99997185 	0.39999754 	0.99756063 	0.93963274 	0.90700740 	0.95296281 	0.98247840 	0.99608033 	
         855 	0.99918828 	0.13117105 	0.90108092 	0.47390324 	0.95891687 	0.99952821 	0.99986090 	0.26795420 	0.29968096 	0.99799316 	0.91447024 	0.99908315 	0.99996767 	0.99914409 	0.83566930 	0.98518867 	0.99961602 	0.40910548 	0.99718793 	0.93045619 	0.91639989 	0.97524143 	0.99253854 	0.99866184 	
         856 	0.99915634 	0.15043720 	0.91129715 	0.52294818 	0.97415889 	0.99991379 	0.99744609 	0.21947110 	0.31521042 	0.99887828 	0.90432873 	0.99987769 	0.99995030 	0.99860512 	0.88750932 	0.98885484 	0.99976808 	0.37043249 	0.99690983 	0.94007661 	0.91409520 	0.93928882 	0.99223577 	0.99880693 	
         857 	0.99777114 	0.15447416 	0.92879987 	0.56279719 	0.98111162 	0.99989082 	0.99083707 	0.23338877 	0.31846441 	0.99803353 	0.85288202 	0.99992293 	0.99997191 	0.99710722 	0.88255259 	0.97482114 	0.99269826 	0.37342407 	0.99684162 	0.91120171 	0.90241360 	0.95373019 	0.99581745 	0.99828686 	
         858 	0.99856664 	0.17883790 	0.91479488 	0.55863974 	0.98677375 	0.99982701 	0.99370801 	0.27267525 	0.35523985 	0.99888292 	0.87039431 	0.99985299 	0.99997957 	0.99429907 	0.85528190 	0.97840787 	0.99193972 	0.38622676 	0.99893683 	0.93257592 	0.90741461 	0.95528719 	0.99942580 	0.99847998 	
         859 	0.99775244 	0.13719786 	0.90552019 	0.53625894 	0.99750930 	0.99928142 	0.99436176 	0.23735082 	0.26042567 	0.99838084 	0.87416748 	0.99864640 	0.99937160 	0.99647643 	0.85222822 	0.98266792 	0.99504137 	0.38351329 	0.99619009 	0.93934911 	0.90158179 	0.95202271 	0.99884181 	0.99791787 	
         860 	0.99931460 	0.14567441 	0.90372929 	0.54081494 	0.98188086 	0.99984229 	0.99787812 	0.24484342 	0.23895842 	0.99819601 	0.89483565 	0.99933485 	0.99981348 	0.99724048 	0.85368000 	0.98716691 	0.99199168 	0.40531098 	0.99895276 	0.95185885 	0.89542359 	0.93748872 	0.99889306 	0.99866543 	
         861 	0.99686149 	0.10917379 	0.91713916 	0.54425385 	0.99280630 	0.99984591 	0.99951191 	0.24571565 	0.30815787 	0.99960388 	0.88428416 	0.99825669 	0.99945634 	0.99466575 	0.87054511 	0.99362458 	0.99465105 	0.43485524 	0.99969513 	0.93509165 	0.91255309 	0.93021799 	0.99487264 	0.99558911 	
         862 	0.99871253 	0.12554680 	0.91974738 	0.51908610 	0.98904115 	0.99986275 	0.99808822 	0.25957907 	0.32087364 	0.99919262 	0.87360415 	0.99827135 	0.99728266 	0.99676145 	0.83464344 	0.99441767 	0.99189768 	0.42459308 	0.99795763 	0.95396663 	0.92181240 	0.92508653 	0.99842930 	0.98763066 	
         863 	0.99676665 	0.09989399 	0.90724145 	0.50790690 	0.99528389 	0.99991261 	0.99790326 	0.23021960 	0.30444676 	0.99936586 	0.89099763 	0.99692977 	0.99483252 	0.99435911 	0.88139534 	0.98873704 	0.99419312 	0.42067590 	0.98857649 	0.94877181 	0.87784771 	0.97473154 	0.99291057 	0.99454344 	
         864 	0.99543030 	0.11994613 	0.93764974 	0.52202389 	0.96611139 	0.99969567 	0.99506450 	0.24736841 	0.30475168 	0.99960365 	0.88121214 	0.99611475 	0.99283583 	0.99351525 	0.89023934 	0.99205655 	0.99532249 	0.43912380 	0.99313403 	0.96864355 	0.90236094 	0.94348882 	0.98361573 	0.99941229 	
         865 	0.99700938 	0.11428437 	0.92412436 	0.52012707 	0.98974715 	0.99986730 	0.99716333 	0.24252641 	0.30027885 	0.99991897 	0.89913325 	0.99593607 	0.99470569 	0.99630520 	0.85271190 	0.99381919 	0.99124127 	0.40438231 	0.99923619 	0.97026616 	0.89905527 	0.95833097 	0.97923600 	0.99936100 	
         866 	0.99602604 	0.11764922 	0.92120986 	0.54056115 	0.99739196 	0.99986229 	0.99457146 	0.23984104 	0.29859080 	0.99986885 	0.88568129 	0.99781612 	0.98853957 	0.99852853 	0.86460461 	0.98071780 	0.99594242 	0.41392555 	0.99913554 	0.93890613 	0.90204458 	0.94190697 	0.98370199 	0.99859046 	
         867 	0.99721382 	0.12355304 	0.93377340 	0.51649846 	0.98698274 	0.99984369 	0.98483823 	0.26796499 	0.30214409 	0.99914932 	0.86090361 	0.99851463 	0.98883650 	0.99566618 	0.83913692 	0.98543087 	0.99566590 	0.41784698 	0.99954619 	0.94796976 	0.89518006 	0.95663194 	0.99846236 	0.99686098 	
         868 	0.99868004 	0.12722249 	0.90011041 	0.55178465 	0.98831403 	0.99983339 	0.99086779 	0.26913025 	0.30325494 	0.99843707 	0.88757769 	0.99670764 	0.99758496 	0.99886812 	0.89565350 	0.98427426 	0.99161123 	0.41877366 	0.99916397 	0.93974125 	0.90561616 	0.95087563 	0.99613512 	0.99868095 	
         869 	0.99800647 	0.12311393 	0.92787646 	0.50202540 	0.98250517 	0.99908236 	0.99057297 	0.29483710 	0.30674112 	0.99564634 	0.90871706 	0.99242497 	0.99908381 	0.99476660 	0.85447530 	0.98843638 	0.99269789 	0.41603756 	0.99381613 	0.95208564 	0.91305713 	0.95490470 	0.99613044 	0.99749801 	
         870 	0.99613027 	0.13315376 	0.93446866 	0.51907631 	0.98928078 	0.99813459 	0.98911466 	0.28788163 	0.30463698 	0.99557372 	0.88043503 	0.99499349 	0.99812465 	0.99160150 	0.87136665 	0.97897307 	0.99199342 	0.44869717 	0.99508507 	0.92515191 	0.92651026 	0.94480034 	0.99556746 	0.99707297 	
         871 	0.99474920 	0.11729264 	0.89627664 	0.53960450 	0.98773018 	0.99670279 	0.98891549 	0.27485165 	0.29191358 	0.99859822 	0.87391499 	0.99229161 	0.98826311 	0.99878758 	0.86574071 	0.99568269 	0.99000484 	0.43860971 	0.99891223 	0.95313603 	0.91448051 	0.94332798 	0.99063251 	0.99352585 	
         872 	0.99597291 	0.09179234 	0.92742498 	0.49597959 	0.98935407 	0.99680844 	0.99034629 	0.25390302 	0.29784866 	0.99832737 	0.88044000 	0.99890651 	0.98980182 	0.99842653 	0.88937562 	0.99204703 	0.98594562 	0.42239185 	0.99918984 	0.93372352 	0.89399635 	0.97965028 	0.99448388 	0.98895305 	
         873 	0.99761164 	0.12813652 	0.91089628 	0.54327577 	0.99109106 	0.99554972 	0.99703721 	0.27639283 	0.32594699 	0.99840589 	0.88522449 	0.99404571 	0.99485758 	0.99534700 	0.89251299 	0.99085076 	0.98972673 	0.43196667 	0.99642204 	0.93970026 	0.90794834 	0.96642970 	0.98909349 	0.98981754 	
         874 	0.99349332 	0.11940387 	0.90571326 	0.53479138 	0.98549065 	0.99454978 	0.99140092 	0.23829634 	0.31919563 	0.99865346 	0.89913741 	0.99592996 	0.99811204 	0.99677984 	0.89066668 	0.98341494 	0.99136160 	0.42627721 	0.99698385 	0.92801539 	0.90836056 	0.96276262 	0.99057310 	0.99550429 	
         875 	0.99408488 	0.14858808 	0.89736419 	0.47731472 	0.99044207 	0.98655282 	0.99569930 	0.25122000 	0.34175846 	0.99883986 	0.90303257 	0.99706122 	0.99458600 	0.99789503 	0.86446944 	0.99037286 	0.99075956 	0.39176898 	0.99590102 	0.95846367 	0.89538588 	0.95869177 	0.99418938 	0.99747178 	
         876 	0.99475754 	0.10106958 	0.92023449 	0.47827578 	0.98477023 	0.98503353 	0.99797184 	0.25259679 	0.33344429 	0.99759439 	0.87612380 	0.99634642 	0.99838200 	0.99898611 	0.87562320 	0.99028995 	0.99122992 	0.36985464 	0.99627912 	0.95357049 	0.90941424 	0.94485164 	0.99857849 	0.99855542 	
         877 	0.99566757 	0.09331989 	0.90957483 	0.51202426 	0.98850738 	0.99139648 	0.99889012 	0.24615341 	0.32769790 	0.99816514 	0.85949936 	0.99723878 	0.99711343 	0.99943136 	0.86924351 	0.97771671 	0.99292242 	0.36442214 	0.99918928 	0.93860541 	0.92867869 	0.94531675 	0.99756317 	0.99591902 	
         878 	0.99686654 	0.13769177 	0.92142051 	0.54577363 	0.99609852 	0.99489838 	0.99980876 	0.21488142 	0.28971034 	0.99908209 	0.89610486 	0.99440447 	0.99656980 	0.99924592 	0.88516719 	0.98868709 	0.99461125 	0.40888112 	0.99976400 	0.95849033 	0.89139272 	0.95745991 	0.99043635 	0.99387367 	
         879 	0.99635214 	0.14306848 	0.93786977 	0.48805481 	0.99112775 	0.99349505 	0.99926348 	0.23066131 	0.30398627 	0.99795510 	0.89613487 	0.99839829 	0.99694709 	0.99950812 	0.90634690 	0.98060573 	0.99573388 	0.42076187 	0.99983125 	0.88875936 	0.91599556 	0.94587508 	0.99500667 	0.99252109 	
         880 	0.99585016 	0.14687508 	0.93365745 	0.48197011 	0.98954915 	0.99906283 	0.99884796 	0.24761069 	0.29571383 	0.99573858 	0.89408513 	0.99764049 	0.99970734 	0.99864385 	0.90371681 	0.99070973 	0.99791850 	0.47113368 	0.99981149 	0.94987310 	0.91499713 	0.97017809 	0.98677543 	0.99459485 	
         881 	0.98806324 	0.11086334 	0.90382425 	0.48438779 	0.98463227 	0.99541008 	0.99865676 	0.24143706 	0.29466981 	0.99573355 	0.86436503 	0.99550947 	0.99955761 	0.99985366 	0.85979805 	0.99096504 	0.99392412 	0.46679414 	0.99995950 	0.95179465 	0.91627201 	0.94843740 	0.98734168 	0.99280918 	
         882 	0.99304720 	0.13350465 	0.89837356 	0.48706194 	0.98056639 	0.99834756 	0.99438438 	0.26143539 	0.33279720 	0.99863435 	0.87216620 	0.99862922 	0.99985946 	0.99984111 	0.91709661 	0.98914390 	0.99823404 	0.44734956 	0.99989800 	0.95985018 	0.88653270 	0.97222622 	0.98338319 	0.99427342 	
         883 	0.99522800 	0.13673740 	0.91747861 	0.51172553 	0.98962513 	0.99694116 	0.99448064 	0.27091558 	0.34136139 	0.99866141 	0.87068808 	0.99714901 	0.99965035 	0.99928083 	0.87814925 	0.99860954 	0.99663238 	0.46637846 	0.99966553 	0.96713577 	0.89125279 	0.96557221 	0.99054856 	0.98825482 	
         884 	0.99692229 	0.11653461 	0.91686345 	0.50029853 	0.98871162 	0.99766678 	0.99806485 	0.26886933 	0.25705927 	0.99463311 	0.87147114 	0.99924859 	0.99988818 	0.99876679 	0.87813264 	0.99775016 	0.99648424 	0.45013054 	0.99985795 	0.95698631 	0.92273735 	0.95660441 	0.99725258 	0.99093149 	
         885 	0.99746046 	0.11882762 	0.92489532 	0.53690592 	0.99501725 	0.99232211 	0.99827503 	0.28081528 	0.36187457 	0.99661397 	0.91990676 	0.99682618 	0.99980928 	0.99344220 	0.87698805 	0.97735070 	0.99572996 	0.43573827 	0.99980557 	0.95183406 	0.89365071 	0.94951770 	0.99695752 	0.99363324 	
         886 	0.99437510 	0.12372418 	0.89924426 	0.51727564 	0.99341956 	0.99638602 	0.99273519 	0.28458007 	0.27616684 	0.99505980 	0.90495458 	0.99849994 	0.99967047 	0.99928527 	0.89421515 	0.99389840 	0.99803566 	0.43887379 	0.99974550 	0.92904078 	0.90896144 	0.96016930 	0.99865252 	0.99650415 	
         887 	0.99200746 	0.10988742 	0.93052477 	0.51678048 	0.99021492 	0.99458759 	0.99368266 	0.28590913 	0.27542437 	0.99258840 	0.90128455 	0.99818986 	0.99910040 	0.99742639 	0.87749602 	0.99794705 	0.99939208 	0.40039105 	0.99912335 	0.94759785 	0.92600678 	0.93612411 	0.99227190 	0.99751995 	
         888 	0.98896866 	0.10615763 	0.89267988 	0.50390213 	0.99188063 	0.99803824 	0.99526089 	0.24826009 	0.33112910 	0.99300704 	0.86748643 	0.99308848 	0.99853269 	0.99565611 	0.85800426 	0.99086291 	0.99975957 	0.39787855 	0.99749671 	0.93694256 	0.90676828 	0.95010552 	0.99584082 	0.99836181 	
         889 	0.98500225 	0.10720443 	0.91895423 	0.50448312 	0.98793536 	0.99361613 	0.99680283 	0.31341875 	0.33191243 	0.98052055 	0.88416744 	0.99842206 	0.99909515 	0.99448942 	0.85832599 	0.98900328 	0.99985493 	0.39858371 	0.99583797 	0.91890325 	0.90336344 	0.96127502 	0.98825485 	0.99827767 	
         890 	0.99435418 	0.11386818 	0.92579016 	0.51842078 	0.96728078 	0.99354212 	0.99596511 	0.26748942 	0.28722025 	0.98804955 	0.89895843 	0.99647724 	0.99937271 	0.99968005 	0.84555559 	0.99184215 	0.99992096 	0.35763325 	0.99621624 	0.94105702 	0.89476242 	0.95878202 	0.98192699 	0.99838981 	
         891 	0.99604525 	0.13190874 	0.90107543 	0.56517214 	0.98907660 	0.99822054 	0.99357153 	0.25349042 	0.30657250 	0.99747251 	0.85890166 	0.99915667 	0.99989664 	0.99978243 	0.85478918 	0.98068847 	0.99982052 	0.40585889 	0.99550625 	0.93765968 	0.89142923 	0.95760133 	0.99579075 	0.99722878 	
         892 	0.99748643 	0.13513521 	0.91658841 	0.51858604 	0.99028011 	0.99588678 	0.99706869 	0.26710800 	0.28610608 	0.99905271 	0.91140580 	0.99869378 	0.99951205 	0.99868274 	0.84630882 	0.99092340 	0.99975610 	0.38832290 	0.99748231 	0.95248837 	0.89172466 	0.95228333 	0.99929907 	0.99660468 	
         893 	0.99843520 	0.13830277 	0.93528413 	0.54929454 	0.99417807 	0.99828910 	0.99361595 	0.25197989 	0.30809286 	0.99883622 	0.83964782 	0.99838585 	0.99943722 	0.99918119 	0.90043453 	0.99622986 	0.99978204 	0.37569687 	0.99874817 	0.93027444 	0.91282557 	0.94623771 	0.99762141 	0.99406309 	
         894 	0.99885782 	0.12776188 	0.92627305 	0.50371957 	0.97335638 	0.99722043 	0.98943483 	0.28001968 	0.29962896 	0.99956636 	0.86918741 	0.99579444 	0.99841698 	0.99729337 	0.86404356 	0.99652240 	0.99981777 	0.39874570 	0.99727685 	0.95617817 	0.90045759 	0.92287184 	0.99619831 	0.99408521 	
         895 	0.99887548 	0.14761530 	0.92910769 	0.52280047 	0.98750182 	0.99826822 	0.98864445 	0.24596913 	0.32655670 	0.99959564 	0.86533353 	0.98871684 	0.99938412 	0.99916592 	0.86005622 	0.98179428 	0.99979699 	0.42746556 	0.99279241 	0.95168637 	0.93486573 	0.95468426 	0.99710735 	0.99273684 	
         896 	0.99753422 	0.16006214 	0.93293341 	0.48933227 	0.99144115 	0.99850013 	0.99280078 	0.25721644 	0.32710294 	0.99987103 	0.88742729 	0.99407555 	0.99826946 	0.99568478 	0.86596550 	0.98696737 	0.99931186 	0.43582592 	0.99286745 	0.94236701 	0.90905793 	0.95394273 	0.99601572 	0.98820209 	
         897 	0.99937331 	0.14677734 	0.92413245 	0.51637213 	0.98489822 	0.99920638 	0.98481645 	0.24546827 	0.31038755 	0.99991613 	0.91328281 	0.99856419 	0.99782064 	0.98859968 	0.86384556 	0.97183203 	0.99995612 	0.42690272 	0.99703371 	0.96662553 	0.92335672 	0.94243324 	0.99621392 	0.99526965 	
         898 	0.99871971 	0.12343612 	0.91773603 	0.49483109 	0.98820785 	0.99916213 	0.99592758 	0.23593312 	0.29710160 	0.99989229 	0.91200262 	0.99568539 	0.99939038 	0.99096715 	0.87885483 	0.98823341 	0.99971163 	0.41586153 	0.99561452 	0.93861586 	0.90895815 	0.95110445 	0.99468714 	0.99972575 	
         899 	0.99859585 	0.12439225 	0.90165915 	0.47794061 	0.98622108 	0.99779924 	0.99204976 	0.23676653 	0.28176827 	0.99995970 	0.85538329 	0.99843662 	0.99917397 	0.98697922 	0.87898697 	0.99616897 	0.99965893 	0.43842086 	0.99604306 	0.94194126 	0.90443286 	0.94627157 	0.99438536 	0.99990403 	
         900 	0.99791846 	0.12333829 	0.89992624 	0.51631572 	0.98005170 	0.99686727 	0.99647207 	0.24373969 	0.28090375 	0.99985542 	0.86419348 	0.99713053 	0.99902375 	0.99551828 	0.87227018 	0.99862874 	0.99956338 	0.39413965 	0.99642766 	0.93254925 	0.91719877 	0.95914428 	0.99337352 	0.99979549 	
         901 	0.99632453 	0.14180572 	0.92433391 	0.52481238 	0.99537406 	0.99641125 	0.99739891 	0.30573267 	0.29605196 	0.99980364 	0.90068356 	0.99371227 	0.99961656 	0.99659156 	0.85321094 	0.98195282 	0.99786380 	0.40690247 	0.99164651 	0.92707356 	0.93395307 	0.95518838 	0.99671252 	0.99832237 	
         902 	0.99931164 	0.12010899 	0.92044670 	0.52035909 	0.98354591 	0.99622996 	0.99842155 	0.27689258 	0.32827471 	0.99986585 	0.87734639 	0.99545983 	0.99981298 	0.99780597 	0.88305430 	0.97345398 	0.99762441 	0.42828685 	0.99655405 	0.90812689 	0.89720455 	0.96158284 	0.99583285 	0.99762390 	
         903 	0.99867802 	0.11274148 	0.92125040 	0.51634296 	0.98201950 	0.99745128 	0.99748498 	0.27574250 	0.32265022 	0.99993076 	0.88934656 	0.99464976 	0.99990661 	0.99818029 	0.88207509 	0.99136337 	0.99625183 	0.38434878 	0.99963200 	0.94526113 	0.91383089 	0.94286443 	0.99806455 	0.99823361 	
         904 	0.99864848 	0.12415850 	0.91904976 	0.52256653 	0.98729710 	0.99445584 	0.99364423 	0.28506206 	0.33136618 	0.99886670 	0.90216960 	0.99914415 	0.99967910 	0.99926190 	0.86056022 	0.98115848 	0.99688601 	0.39227082 	0.99947890 	0.95711473 	0.91493969 	0.93776134 	0.99839059 	0.99754673 	
         905 	0.99920251 	0.10885704 	0.92814887 	0.50317862 	0.99118421 	0.99840598 	0.99038934 	0.27000064 	0.32582990 	0.99414980 	0.90634340 	0.99758466 	0.99984835 	0.99790648 	0.85711163 	0.98944951 	0.99227199 	0.42692274 	0.99888757 	0.96067677 	0.89631283 	0.95277417 	0.99909506 	0.99700334 	
         906 	0.99937956 	0.09983657 	0.91900596 	0.49814961 	0.99083013 	0.99736879 	0.99598790 	0.26261132 	0.32942463 	0.99473601 	0.90295968 	0.99727288 	0.99996208 	0.99640971 	0.88155588 	0.99336789 	0.99637940 	0.42112185 	0.99783459 	0.94789969 	0.89480473 	0.96286596 	0.99981999 	0.99678446 	
         907 	0.99886543 	0.11365059 	0.92347820 	0.52008063 	0.98892120 	0.99773363 	0.99692727 	0.30122524 	0.31916553 	0.99740803 	0.88569239 	0.99690532 	0.99991015 	0.99399745 	0.87119097 	0.98833517 	0.99855723 	0.41226561 	0.99945863 	0.94731129 	0.89819860 	0.93926781 	0.99985287 	0.99175113 	
         908 	0.99896175 	0.09289020 	0.94074872 	0.52376159 	0.98479142 	0.99732932 	0.99475560 	0.28485829 	0.30321879 	0.99642917 	0.88599785 	0.99858290 	0.99936440 	0.99618005 	0.85474223 	0.98498090 	0.99819137 	0.37152866 	0.99978945 	0.97136372 	0.87876081 	0.96507315 	0.99987046 	0.99092323 	
         909 	0.99377396 	0.12719111 	0.91404207 	0.52583652 	0.97911100 	0.99445297 	0.99681883 	0.29274277 	0.34889961 	0.99539000 	0.90308545 	0.99835768 	0.99869481 	0.99689530 	0.85953124 	0.98775772 	0.99452816 	0.44797785 	0.99959448 	0.93490828 	0.89859431 	0.94425415 	0.99961081 	0.99562368 	
         910 	0.99689004 	0.11515675 	0.93286321 	0.51929871 	0.97732846 	0.99656512 	0.99438908 	0.22874579 	0.33992218 	0.99854323 	0.91206456 	0.99758006 	0.99678785 	0.99726412 	0.87837497 	0.98519899 	0.99042564 	0.44036653 	0.99984068 	0.93281782 	0.90687244 	0.93708998 	0.99862891 	0.99868676 	
         911 	0.99709922 	0.12945853 	0.90582059 	0.52706832 	0.98340921 	0.99799850 	0.99798055 	0.25527142 	0.36811026 	0.99721632 	0.89528740 	0.99096513 	0.99818421 	0.99580105 	0.88043807 	0.99499150 	0.99346765 	0.44941192 	0.99854471 	0.93025613 	0.88654286 	0.93477488 	0.99768662 	0.99735421 	
         912 	0.99480856 	0.11443434 	0.92773547 	0.52228297 	0.99052046 	0.99745376 	0.99871717 	0.26322984 	0.31444572 	0.99539170 	0.89061588 	0.99065806 	0.99841134 	0.99735724 	0.85520048 	0.98227856 	0.99587361 	0.46171594 	0.99854695 	0.93339277 	0.89713474 	0.95042313 	0.99860965 	0.99637654 	
