#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:44:16]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	latin   	oscan   	umbrian   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	avestan   	vedic   	oldpersian   	tocharian_b   	tocharian_a   	albanian   	greek   	]
          77 	0.64079773 	0.24195380 	0.67888668 	0.28136074 	0.35733802 	0.39188261 	0.93537466 	0.23067107 	0.87265847 	0.78534240 	0.30452935 	0.84397046 	0.20445312 	0.50590185 	0.16298806 	0.43101694 	0.11670394 	0.03855159 	0.95672300 	0.33509410 	0.44651668 	0.29580356 	0.32419293 	0.71436236 	
          78 	0.75107757 	0.15375488 	0.73560604 	0.19212500 	0.25502466 	0.81732791 	0.96533442 	0.40621317 	0.75252914 	0.79557027 	0.54253257 	0.76362212 	0.70608044 	0.70979880 	0.17580266 	0.22572682 	0.65024973 	0.20883907 	0.87183475 	0.46272818 	0.70312557 	0.15619002 	0.64423333 	0.01275199 	
          79 	0.05464808 	0.68656186 	0.86426989 	0.08119139 	0.46926324 	0.64827553 	0.92531038 	0.54615561 	0.05008425 	0.56763669 	0.82697495 	0.63310099 	0.80678234 	0.92532420 	0.43424047 	0.54945231 	0.62702241 	0.10374741 	0.90348918 	0.08963071 	0.71856502 	0.43551380 	0.37718062 	0.82101326 	
          80 	0.35626625 	0.44625116 	0.60428787 	0.63703707 	0.13303010 	0.48016013 	0.93731007 	0.53214887 	0.28665742 	0.75234662 	0.63438823 	0.15753809 	0.30003311 	0.74737742 	0.13859492 	0.36130567 	0.47362413 	0.26149865 	0.71399033 	0.17868307 	0.16337344 	0.96385201 	0.29969441 	0.11336658 	
          81 	0.07028900 	0.31520017 	0.40081056 	0.45610553 	0.50953390 	0.76949098 	0.89763093 	0.02310991 	0.45325716 	0.34731791 	0.86948125 	0.26484366 	0.40096136 	0.02353318 	0.80037477 	0.07857518 	0.50150476 	0.31761121 	0.79544269 	0.29853553 	0.46748493 	0.81233970 	0.48888518 	0.56068861 	
          82 	0.05018670 	0.57904851 	0.40226311 	0.68633145 	0.01933752 	0.52577122 	0.74025206 	0.21886500 	0.69580054 	0.08403876 	0.83501360 	0.15855730 	0.10324439 	0.12375204 	0.26076570 	0.84687227 	0.75616682 	0.43901889 	0.23575664 	0.63333221 	0.39535463 	0.45922869 	0.06216652 	0.17228124 	
          83 	0.27773313 	0.03450984 	0.54895685 	0.64671164 	0.48771397 	0.19652406 	0.84243881 	0.05399365 	0.94327132 	0.39024368 	0.75449011 	0.27267357 	0.48463463 	0.71456620 	0.55267661 	0.64570274 	0.94342247 	0.30573961 	0.60326778 	0.33775956 	0.56684112 	0.45703597 	0.04057963 	0.41013540 	
          84 	0.53348460 	0.12857883 	0.49987650 	0.85269899 	0.72864913 	0.64233769 	0.24966759 	0.77514823 	0.93884474 	0.43761556 	0.42663185 	0.45075705 	0.77589933 	0.19766477 	0.63660624 	0.59523389 	0.95151926 	0.44364252 	0.15131141 	0.51755457 	0.72245246 	0.67836171 	0.39294258 	0.52673928 	
          85 	0.40862521 	0.21200315 	0.56843821 	0.97306183 	0.57924870 	0.34245234 	0.56131288 	0.40826311 	0.43939094 	0.65184336 	0.28907274 	0.00539771 	0.75828624 	0.80312706 	0.82773730 	0.58099401 	0.78309811 	0.39678235 	0.02424622 	0.45970909 	0.15562192 	0.53824897 	0.00362195 	0.46552782 	
          86 	0.31613316 	0.37423136 	0.32111092 	0.99004065 	0.26415432 	0.29497257 	0.43102720 	0.30877307 	0.85626484 	0.12064705 	0.34330855 	0.50738046 	0.68462409 	0.92922861 	0.86713496 	0.30232846 	0.43501242 	0.55411745 	0.51514981 	0.34844084 	0.37593630 	0.45466876 	0.56848441 	0.53178940 	
          87 	0.47226395 	0.86317152 	0.51198169 	0.99538720 	0.26208665 	0.64629414 	0.71974298 	0.27888632 	0.46313302 	0.07802375 	0.26636791 	0.85026882 	0.16121877 	0.55403045 	0.91611451 	0.65725671 	0.10061097 	0.66591148 	0.76140656 	0.05651615 	0.60324513 	0.22561346 	0.20833021 	0.05300429 	
          88 	0.01889197 	0.10304197 	0.68505198 	0.99179023 	0.78133780 	0.87162454 	0.06398201 	0.23635289 	0.90281370 	0.54811489 	0.32814688 	0.49513556 	0.26803654 	0.24795306 	0.85573002 	0.80312083 	0.40865819 	0.74267267 	0.37762262 	0.46510051 	0.45933907 	0.46582945 	0.36761043 	0.48383453 	
          89 	0.55340811 	0.59763047 	0.48213356 	0.99098291 	0.81259303 	0.87626330 	0.11429754 	0.93097361 	0.98204249 	0.50925963 	0.20152195 	0.26820276 	0.40342538 	0.10700242 	0.29179977 	0.51294823 	0.71391189 	0.93560801 	0.54984986 	0.11783524 	0.05414619 	0.83865114 	0.27964341 	0.45957608 	
          90 	0.66180678 	0.86772822 	0.38653374 	0.98502678 	0.70668596 	0.94043628 	0.11932091 	0.55298409 	0.98388076 	0.51506865 	0.37997679 	0.33182624 	0.25815352 	0.08955001 	0.06060783 	0.72406441 	0.86486163 	0.94377411 	0.26116126 	0.53889253 	0.03857817 	0.16404609 	0.82941696 	0.44730260 	
          91 	0.13262856 	0.89358223 	0.59182332 	0.98593205 	0.63682556 	0.92426979 	0.36257759 	0.67985001 	0.94226778 	0.35036000 	0.34465571 	0.41745535 	0.41716534 	0.21767963 	0.76023007 	0.25643904 	0.15070096 	0.78526265 	0.06615693 	0.39541063 	0.22967064 	0.76153944 	0.80328551 	0.09557205 	
          92 	0.02309808 	0.35757526 	0.63469337 	0.94285812 	0.56441016 	0.95846722 	0.26631077 	0.54399731 	0.92756328 	0.22595387 	0.21687930 	0.31499927 	0.12137050 	0.17679924 	0.25702469 	0.18419837 	0.61789054 	0.68681508 	0.28634874 	0.64703649 	0.60076508 	0.40645754 	0.00103340 	0.39921110 	
          93 	0.28528712 	0.18995709 	0.84791400 	0.90148733 	0.00428668 	0.93254647 	0.63264848 	0.46824827 	0.74450259 	0.09093957 	0.37471335 	0.74443003 	0.75342519 	0.79961595 	0.48432367 	0.75878983 	0.63590695 	0.75305939 	0.48097805 	0.03643591 	0.05786871 	0.02859275 	0.03504655 	0.14011628 	
          94 	0.55786268 	0.32816680 	0.26606330 	0.88128035 	0.35489697 	0.71976838 	0.46345546 	0.08244559 	0.16832458 	0.86136989 	0.25359197 	0.43677970 	0.17248379 	0.85048730 	0.45225413 	0.88779780 	0.10228228 	0.61768728 	0.72359541 	0.31030968 	0.60392197 	0.14925061 	0.11361783 	0.48700449 	
          95 	0.56809594 	0.46031840 	0.52150428 	0.19068650 	0.14829675 	0.21438672 	0.54570825 	0.17467067 	0.23734717 	0.81037521 	0.44891286 	0.68968344 	0.41226822 	0.70188135 	0.05045502 	0.83312151 	0.46144048 	0.06991075 	0.47223840 	0.15051307 	0.13514775 	0.06164984 	0.22017351 	0.47020854 	
          96 	0.40476197 	0.52711455 	0.73444929 	0.58621963 	0.49760068 	0.25846812 	0.65156282 	0.61838097 	0.32593992 	0.88742844 	0.39454349 	0.44298419 	0.69201060 	0.76807257 	0.50726348 	0.35813129 	0.35720275 	0.39867039 	0.20191467 	0.27488996 	0.21230906 	0.53185751 	0.76332108 	0.40733102 	
          97 	0.19323927 	0.60260208 	0.10534369 	0.18149683 	0.07951893 	0.06390217 	0.70961380 	0.08161495 	0.77130757 	0.31745182 	0.39628837 	0.70485301 	0.43957993 	0.02538324 	0.19894346 	0.11547070 	0.02532711 	0.58387752 	0.44974679 	0.45280796 	0.18581579 	0.48779625 	0.74566740 	0.05077385 	
          98 	0.54303086 	0.17264465 	0.33705014 	0.17611820 	0.06941837 	0.41631384 	0.24823194 	0.00722196 	0.67724075 	0.18859163 	0.06678931 	0.08857286 	0.58558825 	0.07355747 	0.19166021 	0.28080324 	0.13590033 	0.51011376 	0.71479800 	0.75369248 	0.27079180 	0.24210907 	0.83020457 	0.01469832 	
          99 	0.69782500 	0.12890906 	0.58175422 	0.44726561 	0.69359499 	0.38371855 	0.65088064 	0.18944862 	0.71858997 	0.31605603 	0.53235825 	0.17099000 	0.21515620 	0.13312228 	0.17035694 	0.76203414 	0.61623333 	0.53411560 	0.62678351 	0.69226050 	0.90035180 	0.12303565 	0.91828272 	0.21663636 	
         100 	0.80411722 	0.25945303 	0.91323887 	0.21395192 	0.51816629 	0.07859553 	0.59776828 	0.65576643 	0.96397625 	0.86938329 	0.92456423 	0.55468869 	0.67880405 	0.79476894 	0.04760554 	0.07049130 	0.76078788 	0.61477513 	0.13366650 	0.75831277 	0.77551865 	0.46724073 	0.82475552 	0.44081885 	
         101 	0.79938578 	0.63704928 	0.92694069 	0.25877898 	0.30094367 	0.20396761 	0.54473945 	0.15642086 	0.41276935 	0.94629330 	0.94861145 	0.21841117 	0.24292493 	0.64007880 	0.17594682 	0.00111464 	0.36421157 	0.24837734 	0.27618003 	0.73054825 	0.57686549 	0.45743435 	0.77931689 	0.37418651 	
         102 	0.90752094 	0.78579096 	0.95699490 	0.56325001 	0.03993591 	0.05614267 	0.13954218 	0.56531284 	0.48182907 	0.70163915 	0.92715425 	0.39893566 	0.45856723 	0.14058334 	0.27061512 	0.44425562 	0.25497596 	0.01761509 	0.00631769 	0.68679730 	0.50155600 	0.77535842 	0.16821204 	0.02852331 	
         103 	0.65455256 	0.16589187 	0.91968892 	0.53990007 	0.24829698 	0.11271399 	0.83511201 	0.10235317 	0.51629536 	0.55921426 	0.48102248 	0.24217493 	0.74736867 	0.36788344 	0.63566499 	0.69030192 	0.29222006 	0.32984284 	0.45881857 	0.49611197 	0.16291014 	0.77201292 	0.81460636 	0.49371203 	
         104 	0.29497526 	0.06255642 	0.32225845 	0.04437665 	0.08890636 	0.54928050 	0.35767665 	0.51155234 	0.24081902 	0.45454600 	0.20567246 	0.85610363 	0.46320404 	0.60177172 	0.10825660 	0.62485291 	0.00805594 	0.58019542 	0.73766352 	0.63303571 	0.29560417 	0.62353830 	0.86742136 	0.18501430 	
         105 	0.21824750 	0.15805651 	0.33436792 	0.07208137 	0.31750850 	0.43223239 	0.02626436 	0.80029284 	0.07495732 	0.23213279 	0.08130756 	0.86403354 	0.59098169 	0.51503016 	0.54304922 	0.05540282 	0.20960428 	0.11955171 	0.90282184 	0.47782185 	0.05408612 	0.33932122 	0.94032887 	0.24268715 	
         106 	0.73439994 	0.24982897 	0.83920680 	0.05207636 	0.16514187 	0.45639050 	0.66339322 	0.74361541 	0.73021675 	0.12715063 	0.68923659 	0.88606080 	0.59329720 	0.08510500 	0.50204870 	0.69575318 	0.21828727 	0.06175809 	0.96268442 	0.38626373 	0.02965170 	0.33586589 	0.92622125 	0.65244216 	
         107 	0.67435993 	0.17236842 	0.81345571 	0.42819431 	0.60689756 	0.16742065 	0.43592037 	0.18289920 	0.29345821 	0.06455039 	0.28744341 	0.49823761 	0.70190351 	0.22679806 	0.06040939 	0.28730507 	0.41407970 	0.39957021 	0.91500227 	0.46911693 	0.58998921 	0.67865141 	0.96389568 	0.57425473 	
         108 	0.87183906 	0.42253596 	0.74402719 	0.90565780 	0.10066158 	0.64430847 	0.15292632 	0.02442259 	0.48428515 	0.42202685 	0.79697804 	0.28649698 	0.35959888 	0.22602617 	0.71775259 	0.16603973 	0.18250509 	0.85416775 	0.87644995 	0.49694616 	0.18143911 	0.20712230 	0.90060906 	0.50881954 	
         109 	0.54964862 	0.46665486 	0.83441125 	0.73039211 	0.10726410 	0.18466706 	0.44913537 	0.55185057 	0.63955893 	0.55058297 	0.07846236 	0.06755371 	0.72487839 	0.54547978 	0.01553806 	0.10789815 	0.34951185 	0.51089032 	0.92320661 	0.08998347 	0.24197453 	0.05846157 	0.68632177 	0.24063334 	
         110 	0.30636600 	0.40587809 	0.22767629 	0.68154163 	0.06514490 	0.83659862 	0.23806147 	0.35507845 	0.04856776 	0.04284440 	0.61942896 	0.08653096 	0.38994914 	0.30645566 	0.36311736 	0.72080739 	0.24091293 	0.30526644 	0.93139154 	0.69366220 	0.19066113 	0.55030351 	0.78651115 	0.16255202 	
         111 	0.36657276 	0.41659595 	0.83759883 	0.67283284 	0.12226660 	0.89771345 	0.69077809 	0.24252972 	0.88061730 	0.89169273 	0.02780872 	0.78941236 	0.32339523 	0.10778181 	0.37984789 	0.03645005 	0.07591544 	0.25004816 	0.93967281 	0.67104764 	0.36915573 	0.07657331 	0.35634669 	0.74469678 	
         112 	0.80034628 	0.31418576 	0.88025769 	0.80350765 	0.22985096 	0.86736788 	0.21654952 	0.40651165 	0.86877523 	0.92337195 	0.04677638 	0.88936112 	0.83540431 	0.01459588 	0.11685407 	0.89937932 	0.42187251 	0.68343266 	0.98927783 	0.21585756 	0.20577454 	0.71927422 	0.87448079 	0.74939294 	
         113 	0.78873411 	0.03514845 	0.89739337 	0.26865026 	0.69876880 	0.87601931 	0.41302879 	0.08974476 	0.83750374 	0.95402359 	0.24737893 	0.87219226 	0.85491591 	0.40438477 	0.65733170 	0.20460481 	0.38553421 	0.81091671 	0.98420954 	0.86127570 	0.89499860 	0.33702323 	0.55099059 	0.86026128 	
         114 	0.69320871 	0.01948941 	0.78541353 	0.87699881 	0.42578600 	0.74900844 	0.37440375 	0.21967650 	0.61689238 	0.34826476 	0.66098934 	0.81050017 	0.10153827 	0.17727805 	0.54539072 	0.13867880 	0.33060034 	0.09856740 	0.98973432 	0.69459846 	0.90331757 	0.68284801 	0.65485353 	0.00967560 	
         115 	0.81149487 	0.28806619 	0.28470196 	0.94499492 	0.25197661 	0.80985221 	0.30835110 	0.41023644 	0.50495820 	0.65734482 	0.38631105 	0.50819253 	0.66996707 	0.46421299 	0.31844389 	0.44031687 	0.56309213 	0.07971616 	0.94401044 	0.31644996 	0.65710112 	0.48664533 	0.65739503 	0.75808302 	
         116 	0.89475808 	0.01494057 	0.09522037 	0.94396703 	0.09479152 	0.67055115 	0.11754364 	0.74132189 	0.32585368 	0.64214981 	0.77100294 	0.12838183 	0.67994673 	0.94523221 	0.49291015 	0.40726851 	0.86813959 	0.23618463 	0.85387571 	0.29580664 	0.07863438 	0.26890396 	0.31189929 	0.78623834 	
         117 	0.50460453 	0.48908038 	0.29384836 	0.69891845 	0.49866702 	0.31710574 	0.44554455 	0.59958813 	0.15832290 	0.80299776 	0.09382472 	0.40378761 	0.84722280 	0.89403170 	0.10584320 	0.55584203 	0.91393745 	0.09623400 	0.95236671 	0.00527014 	0.56545241 	0.34755323 	0.21417106 	0.47827833 	
         118 	0.24156800 	0.20163460 	0.01648044 	0.61543431 	0.03885311 	0.45996883 	0.20231324 	0.58191670 	0.76021990 	0.39459380 	0.11040506 	0.55602001 	0.63042212 	0.89931590 	0.40856867 	0.75487263 	0.76533965 	0.29620758 	0.82763009 	0.40800858 	0.34394011 	0.55797884 	0.25566850 	0.01829327 	
         119 	0.39336085 	0.88914012 	0.44675602 	0.32712926 	0.81508613 	0.69698058 	0.18029102 	0.20417189 	0.79303209 	0.13955012 	0.59356459 	0.80543079 	0.59290805 	0.63361013 	0.66448940 	0.79780325 	0.57514842 	0.39766132 	0.56955879 	0.16481702 	0.65169762 	0.52361348 	0.45578107 	0.73703949 	
         120 	0.81437529 	0.97560145 	0.58990733 	0.45355575 	0.71959772 	0.48903220 	0.60938136 	0.60305848 	0.91387134 	0.07469264 	0.16088175 	0.50144933 	0.09822788 	0.04904271 	0.85075313 	0.40729941 	0.13075704 	0.26016163 	0.37358215 	0.57159985 	0.28071029 	0.29217252 	0.25341866 	0.58729711 	
         121 	0.89229771 	0.87292253 	0.89381101 	0.86783907 	0.02881749 	0.56993856 	0.27802618 	0.63721340 	0.48508751 	0.78039501 	0.00710867 	0.10607298 	0.34527302 	0.06457169 	0.89648693 	0.00951378 	0.64904413 	0.27140472 	0.44733826 	0.24425559 	0.26791101 	0.08092573 	0.08921728 	0.15825988 	
         122 	0.78637836 	0.93666336 	0.96505996 	0.92425925 	0.79498267 	0.73553763 	0.49744914 	0.78618823 	0.02280718 	0.45280375 	0.26126701 	0.13844711 	0.32195664 	0.65511380 	0.73729901 	0.04795329 	0.60110376 	0.51141874 	0.70897261 	0.07050820 	0.22186927 	0.10470771 	0.01724362 	0.49175585 	
         123 	0.43132047 	0.92747877 	0.79995927 	0.97079994 	0.55950024 	0.64258551 	0.33675602 	0.96050472 	0.16981569 	0.66176642 	0.06443931 	0.42880881 	0.67122963 	0.68256908 	0.71615687 	0.04391599 	0.09781565 	0.31976041 	0.31261382 	0.66278252 	0.04143400 	0.12151129 	0.65897617 	0.46697774 	
         124 	0.10640885 	0.93998186 	0.43334187 	0.90803337 	0.70770416 	0.36060544 	0.35996585 	0.94097465 	0.06123511 	0.83212660 	0.77924452 	0.10245607 	0.82053207 	0.53989634 	0.50127717 	0.07321760 	0.34503063 	0.42365638 	0.25861447 	0.87772463 	0.69446005 	0.38995317 	0.17714342 	0.49807859 	
         125 	0.06264583 	0.85865430 	0.67750819 	0.81285614 	0.75484503 	0.76198301 	0.16506937 	0.93749249 	0.34672437 	0.57807571 	0.49728593 	0.00870586 	0.49638879 	0.65352380 	0.84718795 	0.19665202 	0.20048063 	0.30830242 	0.04070672 	0.78485344 	0.85585096 	0.67382677 	0.55382085 	0.56891633 	
         126 	0.82658617 	0.52943809 	0.80063885 	0.18631488 	0.93268613 	0.67552778 	0.20879798 	0.78859401 	0.19512052 	0.41993790 	0.54298236 	0.68532591 	0.78511620 	0.56421035 	0.43967552 	0.37053660 	0.09774161 	0.26077872 	0.36038634 	0.10001972 	0.80302504 	0.72107734 	0.80757748 	0.43093477 	
         127 	0.68021097 	0.74546570 	0.65402708 	0.09753487 	0.70107222 	0.82807752 	0.23227875 	0.95094381 	0.01136665 	0.40481368 	0.24026247 	0.64782365 	0.87169305 	0.77102480 	0.03188108 	0.05986647 	0.07327125 	0.16017673 	0.29317856 	0.59651067 	0.72056928 	0.86428438 	0.92226699 	0.12701830 	
         128 	0.08742666 	0.11665625 	0.39054764 	0.46952489 	0.51806064 	0.70838660 	0.67275292 	0.97192066 	0.60919614 	0.07448941 	0.40517179 	0.38889578 	0.86691628 	0.42860065 	0.88468799 	0.74202293 	0.43024867 	0.17417670 	0.60601795 	0.54536705 	0.92787470 	0.83449691 	0.84968592 	0.31945984 	
         129 	0.32140148 	0.06381234 	0.78306192 	0.53662524 	0.09853702 	0.69794228 	0.08913321 	0.97468789 	0.44248306 	0.27059638 	0.30702673 	0.48026412 	0.29110751 	0.88057850 	0.03097559 	0.72367255 	0.15092777 	0.05831651 	0.90033358 	0.10655431 	0.93972858 	0.00356618 	0.67634861 	0.34744475 	
         130 	0.21070575 	0.70763071 	0.74340187 	0.27722504 	0.16700797 	0.25967949 	0.23267086 	0.89678375 	0.21712001 	0.58654746 	0.72758290 	0.64909448 	0.56622524 	0.84466952 	0.36647254 	0.95831692 	0.53629628 	0.49110975 	0.75500823 	0.37841721 	0.98299208 	0.13950503 	0.78711087 	0.62049109 	
         131 	0.19429884 	0.83925932 	0.75205266 	0.02066463 	0.20232054 	0.32045527 	0.65098106 	0.80053277 	0.52049113 	0.54963240 	0.63486251 	0.37381494 	0.57320696 	0.70804437 	0.47066707 	0.85821347 	0.35690211 	0.41762330 	0.85614039 	0.36755805 	0.95621000 	0.82311430 	0.90025961 	0.34002667 	
         132 	0.19766367 	0.96486685 	0.33686239 	0.94626811 	0.39393436 	0.89710059 	0.63730805 	0.75846972 	0.24352925 	0.38068110 	0.19953953 	0.10952413 	0.76562934 	0.90541300 	0.19642846 	0.82784291 	0.55059405 	0.43384373 	0.17270975 	0.30561614 	0.87349865 	0.70811273 	0.97686259 	0.27653101 	
         133 	0.41171262 	0.89761501 	0.00950877 	0.94125600 	0.28504889 	0.73664976 	0.44914782 	0.46586156 	0.11331666 	0.18601104 	0.49819642 	0.70623146 	0.59514394 	0.68052015 	0.69146066 	0.46693904 	0.30973838 	0.90871525 	0.02304760 	0.89934315 	0.85832001 	0.44794858 	0.80305538 	0.49717976 	
         134 	0.79991614 	0.84273416 	0.19721555 	0.98357682 	0.41318708 	0.60490727 	0.28391259 	0.61725665 	0.04909186 	0.51417160 	0.41181877 	0.65678506 	0.10708276 	0.58052785 	0.02214378 	0.26775929 	0.52394681 	0.51620761 	0.03975172 	0.89624802 	0.17661281 	0.26053043 	0.65708528 	0.59775953 	
         135 	0.53570737 	0.91124867 	0.38236115 	0.96919676 	0.72250296 	0.21839917 	0.33759087 	0.85653054 	0.30307535 	0.71412035 	0.08217282 	0.52006955 	0.41029548 	0.31773475 	0.84973807 	0.24538185 	0.72775058 	0.26208111 	0.01136532 	0.91358629 	0.72157714 	0.29124982 	0.82947805 	0.50908973 	
         136 	0.64110946 	0.93650530 	0.69543259 	0.99126746 	0.38482289 	0.68192352 	0.31932122 	0.79706225 	0.27249996 	0.65346091 	0.23183026 	0.85394003 	0.47534949 	0.00881937 	0.76284877 	0.03420847 	0.70999901 	0.76663957 	0.66193292 	0.94733296 	0.25635710 	0.15840470 	0.36036211 	0.31717732 	
         137 	0.63568163 	0.94620802 	0.82059474 	0.96147620 	0.57157219 	0.10743894 	0.70353364 	0.77306046 	0.66227913 	0.20926432 	0.21964707 	0.63940804 	0.74730600 	0.65870792 	0.76775906 	0.02450352 	0.85028732 	0.53920128 	0.68685673 	0.57023298 	0.76688456 	0.77030153 	0.00062069 	0.27048750 	
         138 	0.83924179 	0.95880579 	0.89943990 	0.99381928 	0.02829478 	0.65077287 	0.31244289 	0.81221864 	0.87234261 	0.51900872 	0.37058795 	0.79343801 	0.68717855 	0.81506847 	0.25410422 	0.63255399 	0.79516762 	0.70151845 	0.76988334 	0.61566314 	0.28591042 	0.05750782 	0.68549175 	0.13943337 	
         139 	0.20973105 	0.98135198 	0.85643093 	0.97726408 	0.03105874 	0.12697915 	0.74505099 	0.84533173 	0.64964698 	0.53060160 	0.33119108 	0.28836029 	0.16077806 	0.92291214 	0.38459649 	0.67419739 	0.11834430 	0.30140538 	0.64411134 	0.35037291 	0.05920689 	0.12984232 	0.60275807 	0.14019792 	
         140 	0.21677975 	0.55017891 	0.30601637 	0.76391782 	0.19512958 	0.27549754 	0.69788811 	0.02275891 	0.54316422 	0.85116730 	0.34804322 	0.26775593 	0.86470105 	0.93893885 	0.43745298 	0.72588489 	0.66252546 	0.17490964 	0.03922181 	0.36184533 	0.16562223 	0.82399476 	0.85561569 	0.19262756 	
         141 	0.76709459 	0.63404298 	0.33910104 	0.85805686 	0.12455937 	0.46544765 	0.65119556 	0.82810686 	0.28958190 	0.54116278 	0.60059187 	0.96072926 	0.88395876 	0.87091564 	0.80324364 	0.02454015 	0.21090335 	0.00669847 	0.25958842 	0.03089393 	0.36442506 	0.92364912 	0.34125178 	0.30828237 	
         142 	0.48295122 	0.70741256 	0.26604279 	0.89739155 	0.26900561 	0.11900777 	0.31230593 	0.75864250 	0.31042646 	0.29439865 	0.71402151 	0.94412685 	0.81047905 	0.83166105 	0.84749277 	0.52902627 	0.26558123 	0.39493760 	0.41267754 	0.49535748 	0.60924581 	0.82629314 	0.79423088 	0.62766560 	
         143 	0.23214552 	0.32981416 	0.33346797 	0.89738563 	0.01277803 	0.45713931 	0.49650228 	0.62415685 	0.75456847 	0.82835196 	0.66550689 	0.97847576 	0.10211292 	0.90922610 	0.91452999 	0.20874968 	0.89751055 	0.23602216 	0.27029543 	0.58166332 	0.27297208 	0.65933890 	0.73589148 	0.59520178 	
         144 	0.89907538 	0.39012554 	0.56060345 	0.74962417 	0.07644650 	0.62673540 	0.69748641 	0.11020510 	0.55194165 	0.85347138 	0.24568151 	0.85297807 	0.11377550 	0.60880961 	0.69772634 	0.06973893 	0.68539133 	0.71844105 	0.64429370 	0.32093580 	0.44910960 	0.83614942 	0.34047553 	0.48501559 	
         145 	0.03531021 	0.03068217 	0.61924559 	0.87830361 	0.09962405 	0.80365295 	0.00050766 	0.45315076 	0.21691959 	0.47581189 	0.79005901 	0.92233920 	0.47983407 	0.16213018 	0.42348926 	0.29546166 	0.24384079 	0.79480642 	0.26282570 	0.61069026 	0.67958540 	0.87657978 	0.41969771 	0.79986469 	
         146 	0.12562484 	0.55346132 	0.80019945 	0.46801496 	0.69887710 	0.30349670 	0.37940815 	0.15607987 	0.28188378 	0.23907717 	0.85173832 	0.90205841 	0.28771521 	0.92813166 	0.30967256 	0.57073114 	0.03216309 	0.73831085 	0.56951797 	0.01101586 	0.43788538 	0.89246875 	0.83410522 	0.74612711 	
         147 	0.42794164 	0.28765327 	0.32430339 	0.26466569 	0.24415607 	0.29263996 	0.02707339 	0.01451378 	0.80950611 	0.21729596 	0.49922433 	0.81633091 	0.31434121 	0.90455778 	0.64389571 	0.59882678 	0.54270515 	0.30493447 	0.67548980 	0.05362882 	0.20293474 	0.69711351 	0.14668970 	0.35898318 	
         148 	0.46519191 	0.62715835 	0.78833891 	0.76756667 	0.26589038 	0.30200693 	0.33095257 	0.34705913 	0.40344708 	0.57812146 	0.72506992 	0.49450552 	0.03683644 	0.59148489 	0.69471176 	0.86810710 	0.82188917 	0.60752770 	0.75121222 	0.22422085 	0.76069845 	0.57332691 	0.16289068 	0.00856153 	
