#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:46:41]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	luvian   	hittite   	oldirish   	welsh   	umbrian   	latin   	oscan   	oldhighgerman   	gothic   	oldenglish   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_a   	tocharian_b   	albanian   	greek   	]
         331 	0.84274249 	0.22575762 	0.47170607 	0.20295516 	0.34078721 	0.52169534 	0.02345862 	0.15615276 	0.04567512 	0.08866576 	0.39623691 	0.40563087 	0.86904482 	0.59970774 	0.38042767 	0.61183203 	0.92505607 	0.56994826 	0.29194678 	0.99643766 	0.52607297 	0.88542010 	0.16511148 	0.46624606 	
         332 	0.08974035 	0.25454259 	0.81550434 	0.48473708 	0.08202270 	0.34227610 	0.47533812 	0.47396660 	0.38400947 	0.85293313 	0.58475837 	0.49597170 	0.96731923 	0.67796596 	0.11776570 	0.60490929 	0.89106717 	0.57394651 	0.73946988 	0.99830219 	0.35550966 	0.94668351 	0.79856483 	0.60295855 	
         333 	0.03824893 	0.60501364 	0.84872906 	0.39360544 	0.06433677 	0.52254405 	0.41349398 	0.57303841 	0.46501224 	0.90798972 	0.10192801 	0.44666657 	0.92972578 	0.48506177 	0.53776364 	0.68945092 	0.73949517 	0.12007555 	0.96121289 	0.99819242 	0.35780221 	0.87353917 	0.96779495 	0.25817113 	
         334 	0.40899622 	0.35419441 	0.33798326 	0.86083234 	0.11103846 	0.13471164 	0.23701289 	0.73228839 	0.55773003 	0.78383766 	0.15901704 	0.53828030 	0.83946329 	0.81521394 	0.59251759 	0.51112582 	0.09879932 	0.26157086 	0.97772669 	0.99927252 	0.32065934 	0.58536645 	0.98286689 	0.49273136 	
         335 	0.19681261 	0.13864921 	0.19993673 	0.87156300 	0.07522009 	0.76641504 	0.05156867 	0.67488073 	0.19291884 	0.87302736 	0.88492068 	0.60963348 	0.79094364 	0.54440620 	0.01424730 	0.36954409 	0.46487966 	0.64668055 	0.99117903 	0.99038494 	0.75051473 	0.24256961 	0.98096515 	0.57754828 	
         336 	0.82389157 	0.61864013 	0.21464676 	0.91349588 	0.50252499 	0.47100130 	0.43774302 	0.82276139 	0.73603706 	0.89689821 	0.51340772 	0.22930701 	0.63157970 	0.55440449 	0.20685619 	0.73159595 	0.00050679 	0.80081776 	0.99552975 	0.96254594 	0.75826854 	0.04061653 	0.44508718 	0.49405985 	
         337 	0.21573062 	0.44866926 	0.69005256 	0.27482993 	0.73795007 	0.43400709 	0.41439604 	0.84656792 	0.71149355 	0.73862693 	0.29025693 	0.07021857 	0.07404255 	0.31060545 	0.16732070 	0.19686974 	0.13635234 	0.41808325 	0.99637687 	0.27448655 	0.88036379 	0.01057752 	0.12045446 	0.50587927 	
         338 	0.60978401 	0.02505045 	0.10943227 	0.04199166 	0.77427226 	0.88984500 	0.58730637 	0.91565802 	0.81338143 	0.87977171 	0.26918796 	0.55535805 	0.72338892 	0.78088759 	0.16616754 	0.64358681 	0.16924559 	0.78411553 	0.99400711 	0.01779472 	0.83265909 	0.63231199 	0.21354953 	0.13063441 	
         339 	0.89705177 	0.18686307 	0.08855770 	0.67470230 	0.33564506 	0.58816070 	0.14540692 	0.87575475 	0.42870137 	0.94924329 	0.59644079 	0.65220951 	0.84546634 	0.61976717 	0.52382143 	0.64486287 	0.61126973 	0.44311491 	0.98902573 	0.71408381 	0.93336078 	0.79483790 	0.45901204 	0.40427922 	
         340 	0.87678809 	0.00278432 	0.19286847 	0.09649315 	0.52939577 	0.52219059 	0.35972248 	0.22843639 	0.69838045 	0.96538589 	0.50356572 	0.41551939 	0.29108081 	0.76966190 	0.61172985 	0.43610067 	0.75040528 	0.29421373 	0.96007711 	0.36863009 	0.96240776 	0.89046695 	0.63713347 	0.34504911 	
         341 	0.87113245 	0.67861787 	0.15820242 	0.29063887 	0.10661496 	0.04193429 	0.34652278 	0.14753396 	0.92207106 	0.88779118 	0.17771990 	0.70497608 	0.56379961 	0.64174167 	0.81303539 	0.70046014 	0.83033282 	0.58670141 	0.98220842 	0.29668824 	0.98571827 	0.92081865 	0.30391590 	0.36634156 	
         342 	0.39248612 	0.47553558 	0.19247082 	0.58931323 	0.36476722 	0.27677701 	0.62229635 	0.66227242 	0.32548948 	0.08858615 	0.38570725 	0.44699610 	0.22835019 	0.13661647 	0.73088001 	0.71721173 	0.50426985 	0.06775986 	0.93559251 	0.29145145 	0.97143170 	0.96257293 	0.28567468 	0.94440791 	
         343 	0.17658027 	0.62568960 	0.58564228 	0.20627876 	0.72478990 	0.61523844 	0.73694626 	0.25325085 	0.05809660 	0.08768508 	0.80639011 	0.58961714 	0.77610309 	0.10891658 	0.90976955 	0.61470965 	0.25258725 	0.69642474 	0.91782144 	0.34575148 	0.81256370 	0.83518046 	0.78535700 	0.93002953 	
         344 	0.29325677 	0.70572571 	0.17237400 	0.05924469 	0.36987189 	0.06068254 	0.64163045 	0.31652661 	0.59193802 	0.40311149 	0.28495229 	0.56218303 	0.85693351 	0.57820614 	0.76939939 	0.28466701 	0.04691904 	0.62328984 	0.89762421 	0.48763740 	0.02729866 	0.85335987 	0.49946450 	0.75429691 	
         345 	0.16910829 	0.40118096 	0.82727556 	0.55213433 	0.08898867 	0.46242177 	0.36391466 	0.41863774 	0.56318395 	0.60311203 	0.24567448 	0.81270041 	0.80723751 	0.82199037 	0.12949016 	0.08748460 	0.17593679 	0.47010333 	0.95494387 	0.76567546 	0.38770049 	0.68680301 	0.38706324 	0.98071303 	
         346 	0.33854389 	0.26910828 	0.83443760 	0.76722150 	0.15435434 	0.66321165 	0.77208008 	0.72715326 	0.72203602 	0.39178244 	0.13094859 	0.56222600 	0.91943905 	0.76639734 	0.39398156 	0.24914181 	0.62474621 	0.40544988 	0.86334142 	0.07684871 	0.42829069 	0.09984850 	0.70674904 	0.96296489 	
         347 	0.79966327 	0.11972925 	0.77861733 	0.28499272 	0.06485873 	0.18782104 	0.63495446 	0.36048400 	0.59551163 	0.26909629 	0.11483698 	0.35449350 	0.94863710 	0.40832565 	0.30763168 	0.74447278 	0.45199335 	0.01821081 	0.89652340 	0.27548805 	0.30260924 	0.13957313 	0.86495890 	0.84101223 	
         348 	0.85218008 	0.63984838 	0.41340946 	0.29601802 	0.33965093 	0.63070957 	0.11115017 	0.46302623 	0.44829717 	0.73621809 	0.24464974 	0.68749138 	0.95354668 	0.02598886 	0.40335369 	0.38133548 	0.79432550 	0.03334985 	0.25494178 	0.63767622 	0.78105569 	0.60047972 	0.03193240 	0.06551233 	
         349 	0.73647627 	0.52343697 	0.08847100 	0.64365578 	0.29309285 	0.29366417 	0.64593789 	0.70108995 	0.62617546 	0.87188524 	0.49806680 	0.66416156 	0.91861243 	0.43240898 	0.20946329 	0.37568819 	0.82998735 	0.69137540 	0.84313433 	0.08056365 	0.67947238 	0.53456348 	0.48762676 	0.76623431 	
         350 	0.76895821 	0.32472442 	0.74960587 	0.74754316 	0.70005803 	0.16307402 	0.46266246 	0.40342436 	0.66309469 	0.28391915 	0.06109214 	0.27134957 	0.71205273 	0.06196593 	0.16621339 	0.37387493 	0.24142912 	0.64696397 	0.79875833 	0.21530775 	0.43711002 	0.00863160 	0.65472366 	0.95066820 	
         351 	0.74382900 	0.49529628 	0.32864985 	0.73351697 	0.58380137 	0.71713169 	0.53644771 	0.52406538 	0.13608689 	0.33899667 	0.12666333 	0.26273100 	0.76667521 	0.91159019 	0.34471503 	0.24151219 	0.74384826 	0.21329576 	0.48547030 	0.29917240 	0.46815439 	0.02237077 	0.17277807 	0.78427241 	
         352 	0.60558622 	0.16695773 	0.10893162 	0.24750458 	0.43831622 	0.65810492 	0.28094387 	0.25531819 	0.07969600 	0.21428836 	0.25864212 	0.60599181 	0.28059526 	0.57838184 	0.67567549 	0.72126159 	0.53374489 	0.33379980 	0.00314956 	0.07180079 	0.24325901 	0.50563409 	0.00088293 	0.46896098 	
         353 	0.74956303 	0.29146554 	0.20040456 	0.21539309 	0.39877208 	0.35117520 	0.74188081 	0.49369110 	0.60193308 	0.36577386 	0.07776691 	0.57242465 	0.46142649 	0.13666633 	0.26332086 	0.73743503 	0.67520235 	0.05106833 	0.42058972 	0.56516480 	0.23358831 	0.23055610 	0.28747670 	0.45325511 	
         354 	0.07408363 	0.33983533 	0.13322147 	0.10185842 	0.75724862 	0.13882281 	0.56512120 	0.35010084 	0.94505976 	0.18486487 	0.04789470 	0.80811748 	0.51170200 	0.49530235 	0.38005616 	0.11934202 	0.15986632 	0.37325317 	0.38384529 	0.51886645 	0.32594131 	0.55768201 	0.63201917 	0.04477284 	
         355 	0.20517091 	0.19800093 	0.76994419 	0.76239846 	0.66426252 	0.12271735 	0.53526125 	0.51728748 	0.95362306 	0.25389491 	0.11436901 	0.81937351 	0.49143975 	0.17742836 	0.58173529 	0.14515601 	0.09256009 	0.15574209 	0.07507546 	0.96195448 	0.00470657 	0.07201170 	0.71529135 	0.73465121 	
         356 	0.65401753 	0.07591585 	0.40084544 	0.19011532 	0.41588883 	0.38404909 	0.43562028 	0.93784883 	0.90683229 	0.61281344 	0.92284793 	0.52029065 	0.33220285 	0.70677929 	0.46816782 	0.23979786 	0.01714932 	0.67371062 	0.69476757 	0.74447256 	0.26084234 	0.30677538 	0.70881181 	0.17268811 	
         357 	0.35842634 	0.51044595 	0.89971371 	0.24835868 	0.06732782 	0.21504430 	0.35010283 	0.79928040 	0.92086736 	0.24038019 	0.87597306 	0.71844986 	0.58492180 	0.54364357 	0.17186013 	0.22051988 	0.18326236 	0.51584834 	0.40118202 	0.89585411 	0.31245612 	0.01892415 	0.22574213 	0.44722232 	
         358 	0.91684197 	0.73690199 	0.75507699 	0.62917031 	0.23626413 	0.54435834 	0.37698150 	0.62747968 	0.90559694 	0.88552653 	0.25394991 	0.29308193 	0.71281779 	0.21297697 	0.30195987 	0.42846215 	0.18509527 	0.63317515 	0.04628653 	0.73776591 	0.49685262 	0.20537332 	0.57019237 	0.43661250 	
         359 	0.98974559 	0.47012794 	0.60145536 	0.45410814 	0.34877863 	0.65824491 	0.58079019 	0.37913032 	0.91452328 	0.79118191 	0.87564910 	0.46643185 	0.71558056 	0.60838634 	0.07675834 	0.28183324 	0.12432754 	0.58511728 	0.44881834 	0.91877767 	0.31227237 	0.77599873 	0.39165926 	0.00909280 	
         360 	0.95810791 	0.10433586 	0.73303609 	0.67912326 	0.08230584 	0.39461720 	0.13049705 	0.80262763 	0.62147210 	0.78424152 	0.90801207 	0.39429140 	0.49618963 	0.48594824 	0.19162034 	0.73176476 	0.14732744 	0.36987708 	0.27367303 	0.91923682 	0.68873222 	0.28191825 	0.49197924 	0.65149357 	
         361 	0.84989543 	0.83438402 	0.03367893 	0.84520792 	0.38393727 	0.16651754 	0.72898620 	0.78389511 	0.81759806 	0.72910174 	0.63661898 	0.45929774 	0.47306309 	0.03747028 	0.52859362 	0.82194424 	0.31970572 	0.61654252 	0.23592196 	0.92853688 	0.96022597 	0.29748035 	0.49855570 	0.28921052 	
         362 	0.38868906 	0.56489789 	0.03685625 	0.32110431 	0.42615534 	0.05907822 	0.05829409 	0.69619192 	0.02683631 	0.45050780 	0.63211520 	0.13670659 	0.64659582 	0.44084413 	0.73617073 	0.35705273 	0.35386162 	0.51259357 	0.18419404 	0.85086027 	0.94870194 	0.15516281 	0.87263865 	0.16432445 	
         363 	0.04355223 	0.14741079 	0.56512095 	0.27115829 	0.43092231 	0.17647741 	0.04155573 	0.57653974 	0.14142092 	0.89082072 	0.05102785 	0.34266784 	0.41346977 	0.93756493 	0.75073199 	0.14601176 	0.07944482 	0.11432339 	0.87618925 	0.54893758 	0.99151608 	0.14219214 	0.44231554 	0.74351262 	
         364 	0.30000069 	0.48266012 	0.77594450 	0.29776020 	0.48839518 	0.54537327 	0.37318633 	0.02307868 	0.47159567 	0.96041695 	0.55767833 	0.55912048 	0.15974436 	0.69698821 	0.96170274 	0.60591672 	0.87946173 	0.71797940 	0.93914448 	0.46304064 	0.99932092 	0.32909635 	0.15723368 	0.26973756 	
         365 	0.90721420 	0.49461843 	0.86870531 	0.02760776 	0.13437580 	0.46349087 	0.13158673 	0.10025579 	0.12143621 	0.95314842 	0.51983202 	0.18404503 	0.69676989 	0.49897630 	0.96804254 	0.76384449 	0.26627034 	0.73873634 	0.77072091 	0.78665402 	0.99986132 	0.60562380 	0.82788785 	0.00977976 	
         366 	0.84485930 	0.06570044 	0.23040429 	0.63371524 	0.16870461 	0.27337214 	0.57587443 	0.22940993 	0.85105484 	0.91028819 	0.25040937 	0.38059318 	0.46465200 	0.19178986 	0.99362750 	0.95034118 	0.38568637 	0.37276743 	0.40460013 	0.41157341 	0.99949557 	0.56862421 	0.94457332 	0.20892654 	
         367 	0.86566934 	0.37865342 	0.08310100 	0.03733171 	0.69571484 	0.54751886 	0.45169623 	0.80009498 	0.45400899 	0.85520031 	0.59847594 	0.39648667 	0.39585259 	0.09648267 	0.98133803 	0.94284447 	0.04578654 	0.62976401 	0.02143087 	0.67629068 	0.99955875 	0.72342155 	0.90787912 	0.47506291 	
         368 	0.62567252 	0.15020003 	0.28975753 	0.60647859 	0.49625826 	0.34921671 	0.53282828 	0.33329708 	0.31715204 	0.72078032 	0.17514019 	0.17478773 	0.15817535 	0.05837685 	0.99101544 	0.84364586 	0.80646505 	0.53257543 	0.49062132 	0.80126574 	0.99959666 	0.42356466 	0.59318041 	0.07715092 	
         369 	0.83958338 	0.34406816 	0.66524459 	0.71949032 	0.16678836 	0.69860610 	0.55917156 	0.76055304 	0.83307588 	0.00414822 	0.48521195 	0.20375932 	0.73691506 	0.37218928 	0.94662335 	0.80991033 	0.69178698 	0.10452735 	0.88568787 	0.75763532 	0.99989426 	0.37152587 	0.83877245 	0.54714174 	
         370 	0.95054400 	0.03560017 	0.62526873 	0.17704276 	0.15055048 	0.30963275 	0.15866615 	0.53804965 	0.32360560 	0.35401331 	0.14521231 	0.11995456 	0.26171747 	0.13972311 	0.85571257 	0.80173372 	0.39131604 	0.49642670 	0.39213241 	0.62933414 	0.99950600 	0.34674211 	0.89440218 	0.86540155 	
         371 	0.97313135 	0.49570233 	0.56929159 	0.10373230 	0.65272348 	0.64540188 	0.07415785 	0.49524720 	0.08296077 	0.20780920 	0.22926272 	0.38526242 	0.44739270 	0.39905300 	0.51861081 	0.08426175 	0.24460025 	0.66093252 	0.07681360 	0.37472711 	0.99531465 	0.33091460 	0.65568032 	0.46701182 	
         372 	0.92551801 	0.64409268 	0.36546385 	0.63427654 	0.78050274 	0.45712646 	0.71126497 	0.62500748 	0.36498261 	0.31297090 	0.57949644 	0.41682347 	0.92899441 	0.46340638 	0.42666456 	0.01788662 	0.56369856 	0.32891362 	0.48460614 	0.88272516 	0.97738646 	0.71950752 	0.36564559 	0.19627590 	
         373 	0.90350454 	0.38132988 	0.43900980 	0.46507891 	0.43107554 	0.17958032 	0.90646031 	0.68647683 	0.13852083 	0.60399126 	0.05707983 	0.45477877 	0.87825745 	0.06463889 	0.73617543 	0.43508874 	0.76188571 	0.77258484 	0.16034942 	0.55238283 	0.94429517 	0.72233817 	0.35418322 	0.68633015 	
         374 	0.48554707 	0.10622040 	0.09431717 	0.35529805 	0.75783584 	0.10782368 	0.28194555 	0.17673276 	0.58225283 	0.49961203 	0.62774262 	0.83582596 	0.91245715 	0.27661951 	0.24420737 	0.50496373 	0.09647261 	0.87610795 	0.04452415 	0.18314163 	0.96568000 	0.15266876 	0.16936131 	0.37652224 	
         375 	0.42401710 	0.24310622 	0.47269950 	0.28992380 	0.31417340 	0.86989524 	0.23087858 	0.84942206 	0.38321455 	0.21427401 	0.16191281 	0.58243580 	0.90752948 	0.09483302 	0.10585369 	0.17571477 	0.19110025 	0.55333834 	0.77287325 	0.70285799 	0.70345669 	0.79449942 	0.08297779 	0.91017764 	
         376 	0.17968184 	0.77541662 	0.40432205 	0.44602289 	0.24076345 	0.98525143 	0.20136061 	0.74303985 	0.30354862 	0.28509321 	0.21316246 	0.61157697 	0.60934198 	0.24773639 	0.51728683 	0.11838557 	0.27720724 	0.56357625 	0.51060448 	0.64535293 	0.04493049 	0.76602525 	0.40382664 	0.82456318 	
         377 	0.14910290 	0.74574651 	0.49120950 	0.51021766 	0.07042174 	0.97612080 	0.01695560 	0.72927478 	0.82443677 	0.88707578 	0.23087137 	0.95093725 	0.06344670 	0.84315483 	0.51143471 	0.01346190 	0.23896914 	0.67175868 	0.04498785 	0.30951867 	0.07989137 	0.68448683 	0.24019619 	0.87151699 	
         378 	0.49303438 	0.88879177 	0.06683296 	0.83873425 	0.64904791 	0.95907385 	0.37070113 	0.85682820 	0.29840396 	0.94004419 	0.65365349 	0.70738673 	0.25593912 	0.82601136 	0.54211657 	0.25768415 	0.04089114 	0.54098431 	0.34566738 	0.61907436 	0.18363713 	0.40529855 	0.17703478 	0.65411001 	
         379 	0.44803500 	0.42822496 	0.73675452 	0.72449145 	0.14593409 	0.76361097 	0.47363179 	0.58718448 	0.02515794 	0.80457865 	0.54268479 	0.15404762 	0.54013265 	0.86835844 	0.34142768 	0.39285162 	0.33513376 	0.44781980 	0.72664679 	0.28746981 	0.53691202 	0.02358373 	0.00216149 	0.84475056 	
         380 	0.03125906 	0.24489906 	0.47000366 	0.62653261 	0.74884624 	0.81456611 	0.22051375 	0.31909971 	0.59070382 	0.50038044 	0.07940697 	0.42695592 	0.42817722 	0.89161552 	0.44275424 	0.32955636 	0.18062221 	0.10567894 	0.07728716 	0.03708028 	0.52696429 	0.60206814 	0.18973778 	0.79122734 	
         381 	0.45972881 	0.20810671 	0.31477640 	0.05417100 	0.38884868 	0.51198826 	0.06348290 	0.23284447 	0.18201418 	0.13344280 	0.56251750 	0.47142049 	0.36997697 	0.94721689 	0.61219734 	0.19995871 	0.27545536 	0.53602071 	0.45996319 	0.55773482 	0.08457958 	0.50597573 	0.18218784 	0.68977352 	
         382 	0.73289957 	0.62556388 	0.74124031 	0.66717853 	0.56064892 	0.66952271 	0.34221549 	0.02894804 	0.22586834 	0.75424248 	0.12212548 	0.17107179 	0.26241457 	0.85016048 	0.13233823 	0.58769473 	0.25612032 	0.17554780 	0.61458595 	0.41711852 	0.17204682 	0.41330669 	0.93781113 	0.25636914 	
         383 	0.60819628 	0.50160554 	0.43916696 	0.63132879 	0.45147123 	0.55207611 	0.39000452 	0.38541175 	0.09387626 	0.14703560 	0.80792212 	0.73543044 	0.37921268 	0.95787216 	0.55721367 	0.15605265 	0.37207250 	0.39489125 	0.75818813 	0.87509778 	0.01590132 	0.09171842 	0.63044474 	0.25248973 	
         384 	0.12885900 	0.59094161 	0.37836176 	0.52146056 	0.74061697 	0.10462832 	0.18350975 	0.30498556 	0.67099142 	0.55967524 	0.87562525 	0.17527382 	0.60916297 	0.79942741 	0.54974938 	0.52060516 	0.14787438 	0.60670101 	0.49019999 	0.53826786 	0.55052150 	0.29014008 	0.48879476 	0.40512722 	
         385 	0.36699975 	0.53211845 	0.10741856 	0.10880173 	0.20672879 	0.35409883 	0.31959535 	0.32454540 	0.62248497 	0.14795925 	0.86074652 	0.57542613 	0.06171710 	0.76772721 	0.08993708 	0.04362387 	0.37369869 	0.70477475 	0.80995670 	0.03857903 	0.78484676 	0.51826781 	0.28115178 	0.30759039 	
         386 	0.31232215 	0.24325357 	0.13135873 	0.24506088 	0.35927652 	0.26157740 	0.85528654 	0.13663538 	0.40712059 	0.58483724 	0.87544281 	0.77665927 	0.27532256 	0.92856416 	0.34394076 	0.13206801 	0.72930554 	0.86237597 	0.16653601 	0.12748971 	0.76784811 	0.83442900 	0.08716741 	0.21301229 	
         387 	0.69543899 	0.26814579 	0.10570099 	0.16430828 	0.20844717 	0.68721927 	0.94868891 	0.27285867 	0.21445644 	0.32780281 	0.78383955 	0.38535615 	0.85154604 	0.21731602 	0.15105135 	0.53114826 	0.72480042 	0.94544780 	0.15387065 	0.67261891 	0.84344846 	0.71187814 	0.43713125 	0.14836747 	
         388 	0.77185810 	0.61421902 	0.34785730 	0.56706672 	0.24296432 	0.81457433 	0.96482272 	0.40074585 	0.20477782 	0.40524233 	0.92237016 	0.15617136 	0.85857499 	0.15453482 	0.09482875 	0.03421169 	0.56406871 	0.05602716 	0.21641905 	0.29164956 	0.95579149 	0.81376410 	0.53524310 	0.29902447 	
         389 	0.49318731 	0.71149114 	0.44960371 	0.59284651 	0.87743355 	0.03206290 	0.41524638 	0.55256346 	0.03424321 	0.81705614 	0.77772153 	0.46816183 	0.48124983 	0.69822587 	0.71240655 	0.18403783 	0.58742820 	0.56081302 	0.23656360 	0.36934515 	0.96048182 	0.89147634 	0.12045394 	0.67284769 	
         390 	0.24768351 	0.79870064 	0.62777755 	0.35020210 	0.18117510 	0.53572942 	0.56203290 	0.15720791 	0.03438176 	0.90053306 	0.90516664 	0.40867820 	0.54752197 	0.68331596 	0.46110398 	0.61097346 	0.23559933 	0.31835038 	0.26095240 	0.52361851 	0.52497344 	0.76692426 	0.44080397 	0.45061166 	
         391 	0.94372291 	0.03288288 	0.74107655 	0.46427893 	0.08470259 	0.28246055 	0.19749341 	0.17838953 	0.11194104 	0.83844130 	0.80000541 	0.38732967 	0.85597347 	0.51494414 	0.74419154 	0.28608858 	0.49095774 	0.72168839 	0.37816023 	0.02307716 	0.73420470 	0.88034229 	0.08254692 	0.11173343 	
         392 	0.93240629 	0.28477261 	0.16781883 	0.21901655 	0.41182222 	0.29249457 	0.12862550 	0.35621677 	0.79354483 	0.81878309 	0.52344255 	0.49086390 	0.98432159 	0.61530869 	0.70845773 	0.31669855 	0.21179207 	0.21414847 	0.70127085 	0.09344710 	0.63260698 	0.26419137 	0.33515884 	0.94471926 	
         393 	0.94628882 	0.03818432 	0.49497329 	0.20834017 	0.82070242 	0.36275379 	0.58281399 	0.52755661 	0.94268109 	0.78110230 	0.22321123 	0.58518932 	0.95242894 	0.78140665 	0.80850980 	0.91725019 	0.53278927 	0.27045825 	0.14569699 	0.25355883 	0.81542316 	0.88058104 	0.47812511 	0.96283756 	
         394 	0.63990840 	0.61062528 	0.87193607 	0.14819437 	0.11041925 	0.78279634 	0.07049448 	0.72847914 	0.77750964 	0.11253248 	0.58620642 	0.73861966 	0.92393521 	0.32669391 	0.83573300 	0.85621445 	0.33093750 	0.07229365 	0.45615533 	0.42836113 	0.84531467 	0.78497992 	0.12735311 	0.97662379 	
         395 	0.78551947 	0.75492478 	0.66724727 	0.11872745 	0.74650852 	0.75785094 	0.25733711 	0.82001585 	0.82408241 	0.36488935 	0.04765767 	0.86525719 	0.85911043 	0.53730769 	0.68225744 	0.92205897 	0.22039196 	0.09620083 	0.29983563 	0.60109889 	0.90860550 	0.78492615 	0.09916118 	0.84586854 	
         396 	0.11674903 	0.49532471 	0.30420114 	0.48811560 	0.84187842 	0.38553517 	0.26532377 	0.44904207 	0.74464335 	0.56479100 	0.25841790 	0.92932249 	0.01857866 	0.16964289 	0.32305654 	0.69309987 	0.39251574 	0.34581354 	0.05060993 	0.84245842 	0.64459611 	0.55943180 	0.08878000 	0.89061895 	
         397 	0.20282618 	0.76529626 	0.13006630 	0.31841563 	0.55055543 	0.49516939 	0.69615914 	0.82182297 	0.85123059 	0.69108383 	0.74517938 	0.90409055 	0.28618326 	0.68207949 	0.32562366 	0.31011224 	0.43947890 	0.68804664 	0.19919271 	0.90686174 	0.48856505 	0.67099380 	0.44379876 	0.79065641 	
         398 	0.11870777 	0.46675859 	0.11313303 	0.46783842 	0.42864826 	0.53475163 	0.60226745 	0.21493410 	0.47910429 	0.70997938 	0.39515361 	0.84045507 	0.39626718 	0.64826940 	0.83380503 	0.23542140 	0.12786525 	0.31105153 	0.51502118 	0.91493321 	0.38674823 	0.24067226 	0.56091487 	0.86392793 	
         399 	0.29282116 	0.05236994 	0.10464165 	0.03597568 	0.86044372 	0.47012350 	0.56891393 	0.20228836 	0.03330131 	0.51646314 	0.17161846 	0.48496484 	0.05074737 	0.80852117 	0.87578236 	0.29622889 	0.18618852 	0.00681050 	0.16304361 	0.83633168 	0.53295052 	0.46887330 	0.11207816 	0.87782931 	
         400 	0.40470862 	0.76392515 	0.18347508 	0.36284536 	0.55542585 	0.78271493 	0.48231539 	0.33851448 	0.59225134 	0.53361493 	0.67690093 	0.69987497 	0.86587746 	0.77494742 	0.98158158 	0.00822820 	0.37667795 	0.34302834 	0.60141139 	0.34896928 	0.20636476 	0.29574181 	0.96958599 	0.81504741 	
