#NEXUS

[1 samples from mcmc run generated by language trees. File written 27-Aug-2021 15:40:33]
[This file contains the values of XI at each leaf.]
[For associated trees see same file with .nex extension]
[Sample 	armenian   	lycian   	hittite   	luvian   	oldirish   	welsh   	oscan   	latin   	umbrian   	oldenglish   	gothic   	oldhighgerman   	oldnorse   	lithuanian   	oldprussian   	oldcslavonic   	latvian   	oldpersian   	vedic   	avestan   	tocharian_b   	tocharian_a   	albanian   	greek   	]
         753 	0.99935239 	0.14118648 	0.93206084 	0.54072285 	0.98763114 	0.99980794 	0.27186440 	0.99988753 	0.29065074 	0.98991013 	0.89611149 	0.99959338 	0.99828788 	0.99832401 	0.88640993 	0.98915548 	0.99689662 	0.41869629 	0.99431410 	0.95505354 	0.95516588 	0.91272045 	0.99788443 	0.99882304 	
         754 	0.99823653 	0.13867103 	0.93186185 	0.52480262 	0.97705497 	0.99993468 	0.26973170 	0.99978659 	0.28857307 	0.98456502 	0.88056113 	0.99822902 	0.99097311 	0.98864352 	0.84262750 	0.98433225 	0.99705052 	0.42896247 	0.99581016 	0.95586318 	0.96283136 	0.92656261 	0.99454546 	0.99965178 	
         755 	0.99587786 	0.12993709 	0.88423135 	0.51998409 	0.98904903 	0.99980424 	0.25227187 	0.99931424 	0.28135915 	0.99771782 	0.93057260 	0.99810301 	0.99891555 	0.98969152 	0.85705495 	0.98479626 	0.99689977 	0.43391523 	0.99612702 	0.92424393 	0.95775209 	0.91177504 	0.99074374 	0.99988367 	
         756 	0.99713858 	0.12403823 	0.91949364 	0.53343447 	0.98798291 	0.99980705 	0.23478402 	0.99817790 	0.31232144 	0.99757369 	0.90536984 	0.99636422 	0.99845421 	0.99368240 	0.89711593 	0.98909193 	0.99638505 	0.42067565 	0.99401018 	0.95451008 	0.95024993 	0.91519766 	0.98831931 	0.99936567 	
         757 	0.99655861 	0.15083301 	0.90446668 	0.50477659 	0.98481613 	0.99947044 	0.26814976 	0.99531937 	0.31064003 	0.99812046 	0.91202543 	0.99758034 	0.99839283 	0.99464555 	0.84846480 	0.99013604 	0.99879331 	0.40124786 	0.99785132 	0.95206369 	0.94941395 	0.89075666 	0.99678563 	0.99973816 	
         758 	0.99719067 	0.13122267 	0.91326791 	0.50151150 	0.98366509 	0.99941129 	0.23936334 	0.99802337 	0.31114414 	0.99961382 	0.87669401 	0.99816971 	0.99276078 	0.99665191 	0.88482541 	0.98190961 	0.99880311 	0.34729234 	0.99787708 	0.94710465 	0.93336667 	0.92353802 	0.99912805 	0.99934451 	
         759 	0.99790632 	0.14108530 	0.89275692 	0.54026550 	0.98352818 	0.99924182 	0.26756074 	0.99915797 	0.32770500 	0.99612395 	0.90024163 	0.99633791 	0.99470568 	0.99436031 	0.88270233 	0.97785092 	0.99781562 	0.36421993 	0.99936323 	0.95876930 	0.96033548 	0.91919377 	0.99942754 	0.99985931 	
         760 	0.99787384 	0.15417822 	0.91076623 	0.54727349 	0.98598080 	0.99913705 	0.27872572 	0.99794406 	0.32687283 	0.99438116 	0.85837265 	0.99904328 	0.99147228 	0.99482605 	0.85784617 	0.98440169 	0.99805084 	0.37391148 	0.99958139 	0.95946427 	0.95451443 	0.91119201 	0.99956422 	0.99839942 	
         761 	0.99664584 	0.13599077 	0.92500429 	0.51440061 	0.99024663 	0.99479918 	0.26924469 	0.99942337 	0.31802468 	0.99278168 	0.89216187 	0.99927830 	0.99261215 	0.99518693 	0.88073895 	0.98448006 	0.99852601 	0.39923850 	0.99883406 	0.94063314 	0.91316905 	0.91499279 	0.99919689 	0.99748984 	
         762 	0.99582400 	0.12689677 	0.87976431 	0.46199880 	0.98831282 	0.99635631 	0.26155322 	0.99837760 	0.29286418 	0.99401715 	0.89916497 	0.99866037 	0.99203727 	0.99758772 	0.85787729 	0.98383543 	0.99939022 	0.40575410 	0.99688132 	0.95966675 	0.96323930 	0.88875927 	0.99858365 	0.99874260 	
         763 	0.99646791 	0.15056921 	0.92099736 	0.49569447 	0.99067367 	0.99696300 	0.25959014 	0.99860037 	0.29037447 	0.99638476 	0.85410937 	0.99880699 	0.99531742 	0.98911957 	0.85603729 	0.98597594 	0.99899707 	0.43036943 	0.99587951 	0.92960390 	0.94622750 	0.91032005 	0.99852396 	0.99894587 	
         764 	0.99751935 	0.13158430 	0.93601459 	0.48442317 	0.98550332 	0.99881768 	0.24304187 	0.99910551 	0.30678317 	0.99772397 	0.92184872 	0.99975410 	0.99546334 	0.99141874 	0.85397325 	0.99015945 	0.99529510 	0.40976458 	0.99632575 	0.92803054 	0.96704910 	0.90759791 	0.99545114 	0.99820735 	
         765 	0.99584953 	0.11966796 	0.93546631 	0.56509761 	0.98803320 	0.99781274 	0.23265494 	0.99612812 	0.29727090 	0.99595466 	0.90609814 	0.99932221 	0.99773366 	0.99650654 	0.87721729 	0.99622402 	0.99741794 	0.38869769 	0.99758867 	0.92704298 	0.96301551 	0.90632997 	0.99535099 	0.99755139 	
         766 	0.99701123 	0.11467997 	0.89467629 	0.51944772 	0.99256980 	0.99837467 	0.26020102 	0.99357128 	0.28826568 	0.99132791 	0.87570495 	0.99891871 	0.99789414 	0.99748985 	0.88100398 	0.99660900 	0.99791246 	0.37137529 	0.99324175 	0.94552669 	0.95070560 	0.91059686 	0.99779952 	0.99742578 	
         767 	0.99749670 	0.14322509 	0.89626746 	0.52824179 	0.99333599 	0.99597221 	0.27373928 	0.99203699 	0.29326276 	0.99909126 	0.88830921 	0.99958665 	0.99889838 	0.99705474 	0.84980539 	0.99176087 	0.99929730 	0.37975748 	0.99842872 	0.93601895 	0.94095492 	0.92436135 	0.99584881 	0.99587889 	
         768 	0.99723507 	0.13770981 	0.92253419 	0.51553084 	0.99317043 	0.99461302 	0.24346332 	0.99384611 	0.28189553 	0.99980522 	0.90812834 	0.99914667 	0.99931983 	0.99602284 	0.90071585 	0.97425415 	0.99973476 	0.35267024 	0.99628549 	0.93047488 	0.96894895 	0.93471303 	0.99351867 	0.99969712 	
         769 	0.99383648 	0.10131596 	0.93473699 	0.49508331 	0.99216133 	0.99577139 	0.21253260 	0.98695622 	0.25158718 	0.99965695 	0.86403728 	0.99936087 	0.99524899 	0.99007971 	0.84895023 	0.97294321 	0.99985555 	0.42633358 	0.99421173 	0.92985524 	0.96163369 	0.92916069 	0.99866140 	0.99962766 	
         770 	0.99608313 	0.13875855 	0.90616688 	0.53702088 	0.99449694 	0.99324467 	0.26547212 	0.99645611 	0.32237429 	0.99933885 	0.90551796 	0.99978235 	0.99586373 	0.99489959 	0.84227419 	0.99614006 	0.99986730 	0.43377091 	0.99087331 	0.91326325 	0.94510367 	0.89326848 	0.99840726 	0.99914900 	
         771 	0.99881426 	0.11046585 	0.91909946 	0.52375685 	0.99232331 	0.99171557 	0.24442840 	0.99676174 	0.31363762 	0.99816992 	0.89901744 	0.99925117 	0.99931505 	0.98997515 	0.86495817 	0.99362531 	0.99968371 	0.44142185 	0.99721495 	0.95346012 	0.93441087 	0.88484282 	0.99732045 	0.99798165 	
         772 	0.99836557 	0.12925633 	0.93298634 	0.50164299 	0.99454519 	0.99582123 	0.26382395 	0.99881470 	0.33125657 	0.99964059 	0.90594971 	0.99850617 	0.99904986 	0.99105999 	0.88587926 	0.97392046 	0.99969093 	0.39834156 	0.99757846 	0.92957068 	0.94841158 	0.91630898 	0.99863377 	0.99832105 	
         773 	0.99541573 	0.13701093 	0.91349598 	0.49205881 	0.99568931 	0.99555934 	0.23969914 	0.99659812 	0.27417194 	0.99978942 	0.89348030 	0.99560128 	0.99969076 	0.99489427 	0.90140906 	0.98091906 	0.99917598 	0.41258682 	0.99678040 	0.93735354 	0.98018157 	0.88840718 	0.99871168 	0.99887521 	
         774 	0.99820954 	0.12823484 	0.92993170 	0.47609298 	0.99276374 	0.98699958 	0.23196733 	0.99849865 	0.26679069 	0.99934654 	0.85839001 	0.99786432 	0.99941681 	0.99094786 	0.85347698 	0.98890851 	0.99964667 	0.40661317 	0.99467493 	0.95169623 	0.96386114 	0.89556120 	0.99788580 	0.99918104 	
         775 	0.99759072 	0.12877495 	0.93371937 	0.48708206 	0.99051891 	0.99344610 	0.23244317 	0.99842153 	0.26724495 	0.99858930 	0.87899177 	0.99797420 	0.99886695 	0.98825363 	0.88824435 	0.99265186 	0.99959746 	0.42481419 	0.99588699 	0.97030746 	0.93834170 	0.90324807 	0.99536626 	0.99940872 	
         776 	0.99910191 	0.14962503 	0.91831988 	0.53441375 	0.99014993 	0.99344711 	0.24448564 	0.99817121 	0.25924898 	0.99798950 	0.87190015 	0.99772669 	0.99859624 	0.99794184 	0.86555485 	0.98348670 	0.99933723 	0.40551747 	0.99437454 	0.92697493 	0.95929144 	0.93604190 	0.99306266 	0.99918169 	
         777 	0.99925689 	0.15805607 	0.91636590 	0.53902980 	0.99400183 	0.99007932 	0.25197619 	0.99911645 	0.26659316 	0.99850298 	0.89924584 	0.99465463 	0.99965324 	0.99932438 	0.87286153 	0.98966278 	0.99845976 	0.41141147 	0.99369567 	0.92181235 	0.93123230 	0.89295093 	0.99555796 	0.99909493 	
         778 	0.99929154 	0.17162827 	0.91771409 	0.54646068 	0.98822151 	0.99428288 	0.26403439 	0.99863766 	0.27426316 	0.99910599 	0.88156422 	0.99051387 	0.99925400 	0.99942582 	0.88598172 	0.98785036 	0.99894274 	0.42089956 	0.99369829 	0.93464273 	0.96129147 	0.89808910 	0.99615357 	0.99969877 	
         779 	0.99435608 	0.14027475 	0.91445054 	0.48891685 	0.98123089 	0.99607235 	0.24034035 	0.99848746 	0.26980812 	0.99937654 	0.91362093 	0.98994353 	0.99751414 	0.99996058 	0.85801603 	0.98372584 	0.99841743 	0.39321318 	0.99779578 	0.92344223 	0.96915284 	0.90950036 	0.99719354 	0.99957624 	
         780 	0.99669662 	0.14390387 	0.91725104 	0.49107426 	0.97209691 	0.99793807 	0.24354706 	0.99798850 	0.27289044 	0.99899149 	0.91326152 	0.99399414 	0.99415628 	0.99997988 	0.83776248 	0.98655814 	0.99566202 	0.39577458 	0.99428593 	0.95570126 	0.94090018 	0.90314684 	0.99488655 	0.99985396 	
         781 	0.99708779 	0.13242340 	0.92112034 	0.52666066 	0.98465506 	0.99848380 	0.24446606 	0.99612106 	0.24950903 	0.99696379 	0.89000549 	0.99448792 	0.99849029 	0.99997539 	0.84096560 	0.99277219 	0.99539668 	0.43096762 	0.98749075 	0.94240568 	0.95105299 	0.92021210 	0.98997580 	0.99973980 	
         782 	0.99068498 	0.11710393 	0.90812661 	0.53079091 	0.99134019 	0.99949424 	0.25105868 	0.99428877 	0.32731075 	0.99460174 	0.89091921 	0.99640791 	0.99297756 	0.99978160 	0.87900184 	0.98628979 	0.99584554 	0.40224261 	0.99883734 	0.93690945 	0.95911280 	0.93472605 	0.99301727 	0.99979298 	
         783 	0.99580252 	0.11029744 	0.88367001 	0.52224699 	0.98936587 	0.99949211 	0.23742106 	0.98382657 	0.31506161 	0.99639217 	0.88328846 	0.99876796 	0.99826253 	0.99978060 	0.90665396 	0.98406202 	0.99794487 	0.43926378 	0.99924508 	0.96676745 	0.95114449 	0.86963098 	0.98960950 	0.99843665 	
         784 	0.99836066 	0.11216080 	0.93556472 	0.53515747 	0.99296207 	0.99986248 	0.23113150 	0.98496791 	0.33346260 	0.99021155 	0.90662932 	0.99381543 	0.99519291 	0.99986175 	0.84913757 	0.98940730 	0.99642971 	0.44400770 	0.99894447 	0.97316928 	0.96967739 	0.90735056 	0.99295716 	0.99587781 	
         785 	0.99941270 	0.12127968 	0.93397937 	0.56600917 	0.99202323 	0.99936794 	0.24797736 	0.98282502 	0.34806639 	0.99862656 	0.89050105 	0.99664273 	0.99775266 	0.99953201 	0.87723744 	0.99258927 	0.99879357 	0.45618946 	0.99842017 	0.96368287 	0.96648969 	0.91370597 	0.99624540 	0.99907270 	
         786 	0.99977126 	0.13347202 	0.91460664 	0.51774225 	0.99667522 	0.99609326 	0.25841176 	0.99662961 	0.35711204 	0.99454081 	0.87220406 	0.99228003 	0.99916499 	0.99902010 	0.86091785 	0.98797054 	0.99813527 	0.46373489 	0.99683424 	0.91508720 	0.96318952 	0.90842885 	0.99919864 	0.99897668 	
         787 	0.99948195 	0.11631811 	0.91390149 	0.52473644 	0.98765970 	0.99422906 	0.24373118 	0.99296101 	0.34438534 	0.99939977 	0.90618433 	0.99075939 	0.99967753 	0.99894379 	0.84481309 	0.97984228 	0.99536539 	0.45311891 	0.99687138 	0.92541208 	0.96414924 	0.89689181 	0.99925715 	0.99743902 	
         788 	0.99933357 	0.11586036 	0.90763244 	0.52449025 	0.98406966 	0.99898985 	0.24333943 	0.99750872 	0.29352344 	0.99904782 	0.88883948 	0.99125584 	0.99989058 	0.99941026 	0.88171952 	0.97446583 	0.99446143 	0.45283563 	0.99887713 	0.95771996 	0.94817178 	0.92518296 	0.99795862 	0.99632850 	
         789 	0.99737683 	0.09843267 	0.92780413 	0.52329823 	0.99791364 	0.99806635 	0.24144261 	0.99404888 	0.29175242 	0.99928770 	0.89055215 	0.98752428 	0.99998062 	0.99872329 	0.87560072 	0.98779953 	0.99041704 	0.45146398 	0.99637980 	0.94101182 	0.96162794 	0.89487203 	0.99756013 	0.99732846 	
         790 	0.99434752 	0.13213859 	0.93265220 	0.53006835 	0.98975722 	0.99855682 	0.22932137 	0.99727075 	0.32944874 	0.99901716 	0.89807036 	0.99266369 	0.99996550 	0.99895136 	0.84058038 	0.99407047 	0.99138973 	0.39482656 	0.99784631 	0.95690941 	0.95325332 	0.90298566 	0.99564343 	0.99864522 	
         791 	0.99847636 	0.11485138 	0.91768286 	0.52163681 	0.99073590 	0.99941168 	0.26129312 	0.99116540 	0.27444836 	0.99913384 	0.89100952 	0.99403288 	0.99989004 	0.99845677 	0.88473067 	0.99853045 	0.98805882 	0.43372884 	0.99799962 	0.95808037 	0.95973041 	0.91466511 	0.99560885 	0.99922403 	
         792 	0.99806101 	0.10557624 	0.91322379 	0.53717148 	0.99078665 	0.99894998 	0.27970730 	0.99158912 	0.27720428 	0.99878720 	0.90936232 	0.99895660 	0.99984294 	0.98723618 	0.82425690 	0.99257371 	0.99613166 	0.36287871 	0.99765996 	0.94601193 	0.96232069 	0.92706845 	0.99847989 	0.99720680 	
         793 	0.99293036 	0.09544061 	0.93857425 	0.53192670 	0.98489360 	0.99940525 	0.27154493 	0.99554968 	0.30507795 	0.99744954 	0.91617586 	0.99889363 	0.99905390 	0.98904588 	0.85501652 	0.98479409 	0.99735253 	0.42971744 	0.99675076 	0.92702750 	0.96352697 	0.86454816 	0.99742459 	0.99371757 	
         794 	0.99129165 	0.16291238 	0.91206449 	0.56629011 	0.99386432 	0.99981702 	0.26874993 	0.99808626 	0.29386063 	0.99938958 	0.88873162 	0.99940368 	0.99835965 	0.98745172 	0.85405766 	0.98525215 	0.99808610 	0.37584868 	0.99935174 	0.95335259 	0.95626893 	0.91861847 	0.99908924 	0.99650366 	
         795 	0.99175484 	0.13002060 	0.90903337 	0.55173647 	0.99242010 	0.99918807 	0.24421199 	0.99770996 	0.27347189 	0.99979515 	0.88499788 	0.99876616 	0.99340898 	0.99821906 	0.89279635 	0.98822338 	0.99389147 	0.45524202 	0.99891617 	0.96286648 	0.95736948 	0.92427692 	0.99801403 	0.99762513 	
         796 	0.99203867 	0.13090185 	0.93605353 	0.56062298 	0.98963306 	0.99896803 	0.25190539 	0.99467431 	0.33186868 	0.99986259 	0.88306414 	0.99815037 	0.99815960 	0.99730323 	0.85141158 	0.99322428 	0.99754679 	0.42794377 	0.99877925 	0.96279350 	0.93749924 	0.88424099 	0.99918770 	0.99911534 	
         797 	0.99722285 	0.10365263 	0.93209642 	0.52994676 	0.98779327 	0.99937126 	0.27943068 	0.99683372 	0.33630783 	0.99992242 	0.89323065 	0.99187300 	0.99836009 	0.99576139 	0.88181809 	0.99361718 	0.99761586 	0.42743718 	0.99572000 	0.93404630 	0.95587376 	0.92066662 	0.99818449 	0.99763150 	
         798 	0.99891031 	0.07841996 	0.91984210 	0.54803820 	0.98451421 	0.99974430 	0.25914625 	0.99878972 	0.31762453 	0.99984934 	0.87316160 	0.99210684 	0.99787628 	0.99837583 	0.86248667 	0.99413829 	0.99183700 	0.44288464 	0.99778443 	0.94661907 	0.94843852 	0.91709372 	0.99702652 	0.99836146 	
         799 	0.99689381 	0.11223546 	0.93195964 	0.57343090 	0.98619843 	0.99922910 	0.30076985 	0.99819968 	0.30877379 	0.99990784 	0.86796638 	0.99879953 	0.99857558 	0.99920186 	0.88879917 	0.99370459 	0.99490515 	0.41289114 	0.99507122 	0.91741613 	0.94110111 	0.90186554 	0.99844091 	0.99957005 	
         800 	0.99498060 	0.09104909 	0.90883938 	0.56325089 	0.99183850 	0.99859492 	0.28408283 	0.98908224 	0.29227778 	0.99993159 	0.87612063 	0.99926307 	0.99687447 	0.99910460 	0.88867320 	0.99839282 	0.99504076 	0.42483861 	0.99454614 	0.93620650 	0.92813343 	0.87890904 	0.99651907 	0.99649023 	
         801 	0.99755347 	0.11297888 	0.93164052 	0.52262721 	0.98146241 	0.99489836 	0.28503824 	0.99727155 	0.30935263 	0.99963191 	0.89415821 	0.99952519 	0.99444428 	0.99916632 	0.89437115 	0.99329060 	0.99672998 	0.35940668 	0.99467206 	0.95708779 	0.95797562 	0.91503150 	0.99743909 	0.99807478 	
         802 	0.99918994 	0.15832657 	0.91240298 	0.46518209 	0.98170806 	0.99259505 	0.26550515 	0.99863744 	0.34466099 	0.99697734 	0.89956922 	0.99941024 	0.99773984 	0.99760308 	0.86770956 	0.98887013 	0.99878366 	0.41728995 	0.99649957 	0.91547230 	0.94834972 	0.91864847 	0.99632586 	0.99793370 	
         803 	0.99825207 	0.11610222 	0.91402387 	0.53091438 	0.98068061 	0.99098759 	0.23592518 	0.99744466 	0.30122283 	0.99810240 	0.88794299 	0.99783465 	0.99697987 	0.99073644 	0.86147277 	0.98807989 	0.99773628 	0.41745129 	0.99254615 	0.92598663 	0.93885359 	0.88726848 	0.99299681 	0.99637428 	
         804 	0.99634640 	0.12442567 	0.94352063 	0.53548632 	0.99443223 	0.99287862 	0.28411800 	0.99926154 	0.30642922 	0.99743773 	0.91186868 	0.99898842 	0.99857996 	0.99384061 	0.86233365 	0.98875340 	0.99729010 	0.39951808 	0.99460835 	0.94169382 	0.92792225 	0.94685972 	0.99456121 	0.99651580 	
         805 	0.99697013 	0.12771224 	0.89747858 	0.52978158 	0.99298828 	0.99838068 	0.26027823 	0.99941973 	0.30903262 	0.99450730 	0.87396452 	0.99927623 	0.99735611 	0.99351124 	0.86802361 	0.99487234 	0.99532362 	0.40177206 	0.99384666 	0.93607464 	0.94340798 	0.88755759 	0.99259869 	0.99706696 	
         806 	0.99725228 	0.12463422 	0.89971705 	0.47477212 	0.98688036 	0.99847092 	0.24502651 	0.99848443 	0.30659442 	0.99673914 	0.90498390 	0.99926132 	0.99720840 	0.98864665 	0.84867052 	0.97059074 	0.98711262 	0.44693936 	0.98988017 	0.94081645 	0.92470356 	0.92907049 	0.99825276 	0.99899886 	
         807 	0.99608272 	0.14465439 	0.91302167 	0.51204804 	0.97040756 	0.99878577 	0.27153999 	0.99648516 	0.28794972 	0.99880232 	0.90715698 	0.99680728 	0.99485055 	0.98959830 	0.85112893 	0.97751957 	0.99408403 	0.43984770 	0.99731215 	0.94115396 	0.95109364 	0.90307428 	0.99939766 	0.99843292 	
         808 	0.99509518 	0.13577549 	0.92231504 	0.51017346 	0.96654083 	0.99762732 	0.26397823 	0.99893425 	0.28722537 	0.99965283 	0.91567153 	0.99631179 	0.99767753 	0.99287522 	0.86731821 	0.99090577 	0.99380076 	0.43403305 	0.99965768 	0.95054166 	0.94360825 	0.90514554 	0.99897588 	0.99785768 	
         809 	0.99615263 	0.13473027 	0.90180233 	0.57643493 	0.99172581 	0.99854303 	0.23981136 	0.99935608 	0.27576037 	0.99950228 	0.84074030 	0.99650836 	0.99491829 	0.99751200 	0.84623240 	0.99318566 	0.99827761 	0.38399651 	0.99902251 	0.95542635 	0.96940094 	0.90361981 	0.99853370 	0.99466371 	
         810 	0.99540861 	0.14079099 	0.92494324 	0.58612990 	0.99399407 	0.99770586 	0.25721130 	0.99919914 	0.29233747 	0.99973154 	0.89559313 	0.99447185 	0.99727759 	0.99067466 	0.87077570 	0.98270604 	0.99459223 	0.41202930 	0.99787034 	0.93272690 	0.95127987 	0.93205686 	0.99922252 	0.99912808 	
         811 	0.99425142 	0.12796523 	0.91172759 	0.53188036 	0.98735805 	0.99804132 	0.24186768 	0.99830215 	0.27771945 	0.99966875 	0.85716887 	0.99557410 	0.99576337 	0.98712542 	0.88891136 	0.98799676 	0.99562690 	0.39988372 	0.99801052 	0.94575128 	0.94216696 	0.88603981 	0.99662415 	0.99954456 	
         812 	0.99609325 	0.14915571 	0.91338499 	0.54325569 	0.98957748 	0.99665564 	0.26203622 	0.99537026 	0.29527090 	0.99954494 	0.91314014 	0.99883129 	0.99063941 	0.99778583 	0.90370028 	0.98095543 	0.99224917 	0.38678684 	0.99847630 	0.93844701 	0.93010319 	0.88450722 	0.99663173 	0.99671692 	
         813 	0.99893723 	0.11349949 	0.91289803 	0.51461102 	0.98901901 	0.99725895 	0.25788737 	0.99835508 	0.29130889 	0.99726945 	0.88375211 	0.99938889 	0.99017270 	0.99958105 	0.88945987 	0.97888436 	0.98966825 	0.42230771 	0.99635807 	0.93021936 	0.93533480 	0.89507972 	0.99587968 	0.99791251 	
         814 	0.99919116 	0.12420637 	0.90418542 	0.54854537 	0.98695369 	0.99822501 	0.23244435 	0.99759208 	0.30361129 	0.99741490 	0.88192360 	0.99965612 	0.99320070 	0.99946198 	0.87163319 	0.99276778 	0.98831826 	0.37987699 	0.99616110 	0.96225917 	0.93645734 	0.88479170 	0.99399926 	0.99691803 	
         815 	0.99846867 	0.12653739 	0.93325734 	0.54974696 	0.99019922 	0.99450062 	0.26830523 	0.99402575 	0.30546480 	0.99548600 	0.85647111 	0.99944542 	0.99437474 	0.99613747 	0.88896776 	0.99384037 	0.99684424 	0.46637755 	0.99370416 	0.95660142 	0.94966716 	0.90304640 	0.99065063 	0.99492126 	
         816 	0.99797502 	0.13697356 	0.90980622 	0.51911449 	0.98578248 	0.99247983 	0.27259297 	0.99760314 	0.30953478 	0.99906855 	0.88920082 	0.99895038 	0.99179629 	0.99545900 	0.87634697 	0.98895450 	0.99716044 	0.43963912 	0.99741305 	0.94914798 	0.97188615 	0.92454975 	0.99379586 	0.99709183 	
         817 	0.99827931 	0.11162609 	0.89145897 	0.50044892 	0.98549947 	0.99589640 	0.25811377 	0.99582518 	0.32131750 	0.99919967 	0.90559993 	0.99825435 	0.99498499 	0.99639263 	0.85844027 	0.99003700 	0.98957214 	0.37268372 	0.99744532 	0.96110842 	0.97212047 	0.91453799 	0.99448798 	0.99769342 	
         818 	0.99610273 	0.13366908 	0.88798011 	0.51284414 	0.99094639 	0.99721740 	0.24015407 	0.99379677 	0.34958575 	0.99853739 	0.93072873 	0.99856690 	0.99739740 	0.99659694 	0.85070821 	0.99795611 	0.99765729 	0.38824915 	0.99828348 	0.94451475 	0.94924273 	0.89547919 	0.99767093 	0.99273772 	
         819 	0.99561414 	0.15018114 	0.90898024 	0.51373521 	0.99084513 	0.99892841 	0.28215182 	0.99217631 	0.30221220 	0.99762377 	0.85612780 	0.99702924 	0.99833871 	0.99424647 	0.85098129 	0.99618821 	0.99768120 	0.42646978 	0.99399469 	0.93947585 	0.92913681 	0.89599008 	0.99108386 	0.99521937 	
         820 	0.99338382 	0.12535849 	0.91262599 	0.55995845 	0.98853512 	0.99713027 	0.27406816 	0.99687945 	0.31962186 	0.99792650 	0.89150317 	0.99862566 	0.99723943 	0.99789444 	0.88275573 	0.98710522 	0.99898644 	0.40157002 	0.99496587 	0.93616552 	0.94102783 	0.92577983 	0.99804926 	0.99648246 	
         821 	0.99302163 	0.14408252 	0.92210800 	0.54306113 	0.98937311 	0.99602474 	0.27051137 	0.99844917 	0.31628827 	0.99838701 	0.89321399 	0.99787460 	0.99902201 	0.99927912 	0.87377033 	0.98732831 	0.99950960 	0.39863794 	0.98295204 	0.94550664 	0.95051552 	0.89679409 	0.99569830 	0.99762539 	
         822 	0.99759460 	0.10103092 	0.90335571 	0.52007767 	0.97773954 	0.99242086 	0.24930646 	0.99806861 	0.28189840 	0.99659838 	0.87841048 	0.99955276 	0.99865729 	0.99968523 	0.88589659 	0.98743150 	0.99957867 	0.39361572 	0.98547789 	0.95380379 	0.95503829 	0.89406975 	0.99761004 	0.99610947 	
         823 	0.99708503 	0.14728368 	0.90469855 	0.54477010 	0.98953811 	0.99238104 	0.26000021 	0.99784227 	0.29813874 	0.99023014 	0.92327987 	0.99985136 	0.99812381 	0.99957708 	0.88049878 	0.99532262 	0.99989993 	0.42481473 	0.99388414 	0.92217127 	0.93074710 	0.92915076 	0.99870366 	0.99438904 	
         824 	0.99547813 	0.13582027 	0.90946401 	0.53865026 	0.97629827 	0.99287989 	0.19539388 	0.99691480 	0.28870334 	0.99648178 	0.89881963 	0.99970636 	0.99822613 	0.99756542 	0.85161561 	0.99386850 	0.99985011 	0.41708229 	0.99039065 	0.91487580 	0.95307511 	0.89856914 	0.99945292 	0.99434152 	
         825 	0.99573869 	0.12917201 	0.91595622 	0.48035648 	0.98228501 	0.99952611 	0.20489176 	0.99741693 	0.34183414 	0.99698886 	0.89804123 	0.99938063 	0.99852720 	0.99432241 	0.89581630 	0.97911783 	0.99983426 	0.41259781 	0.99477052 	0.95685787 	0.95240782 	0.90076932 	0.99985329 	0.99727489 	
         826 	0.99595366 	0.16582963 	0.91638347 	0.50223094 	0.97761601 	0.99944997 	0.23836195 	0.99737809 	0.27226720 	0.99502597 	0.89950519 	0.99952365 	0.99769669 	0.99411531 	0.88139563 	0.98377454 	0.99867287 	0.45223104 	0.99766489 	0.95467926 	0.95396159 	0.93064639 	0.99863627 	0.99634643 	
         827 	0.99871613 	0.16175372 	0.90826182 	0.51272897 	0.98915868 	0.99812282 	0.25377948 	0.99874938 	0.28761520 	0.99363071 	0.88282780 	0.99967358 	0.99922121 	0.99891274 	0.86230388 	0.98465085 	0.99896856 	0.40135286 	0.99788347 	0.94041190 	0.94748953 	0.91633249 	0.99721298 	0.99867270 	
         828 	0.99526752 	0.12975760 	0.93810322 	0.51056368 	0.98813770 	0.99787398 	0.23097670 	0.99883018 	0.26042326 	0.99476899 	0.92058491 	0.99697086 	0.99968502 	0.99781005 	0.87351418 	0.98584485 	0.99944354 	0.37850232 	0.99695912 	0.96673867 	0.96140462 	0.90698585 	0.99775566 	0.99930201 	
         829 	0.99823338 	0.12983861 	0.90048913 	0.45379787 	0.98898223 	0.99796457 	0.26490218 	0.99727451 	0.32421943 	0.98841184 	0.91207639 	0.99766226 	0.99949846 	0.99551925 	0.86030566 	0.98896022 	0.99870118 	0.37241691 	0.99856698 	0.95398197 	0.94954681 	0.87549894 	0.99508066 	0.99857335 	
         830 	0.99293960 	0.13532422 	0.90702679 	0.50969911 	0.99286100 	0.99770982 	0.23941883 	0.99770063 	0.28884267 	0.99369804 	0.89409429 	0.99766172 	0.99882424 	0.99773178 	0.87836475 	0.98458794 	0.99315477 	0.37637329 	0.99359999 	0.94440420 	0.96133321 	0.92050297 	0.99333166 	0.99877441 	
         831 	0.99825130 	0.12953004 	0.91504797 	0.50641361 	0.98850498 	0.99755537 	0.23377643 	0.99790199 	0.31181129 	0.99478154 	0.89338462 	0.99801737 	0.99844149 	0.99645640 	0.87473445 	0.98649802 	0.99518769 	0.37257684 	0.99732939 	0.94251283 	0.95104999 	0.90509318 	0.99052777 	0.99939242 	
